M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,target
160.0,191.0,7.361111111111111,6.222222222222222,408.0,14.169836433395455,15.091086171318564,13.866666666666672,32.36837695560775,33.68057414763233,23.351102806039016,25.09629076285079,271.703125,115.06509871225454,69.70506771771188,22.0,26.0,57.0,2593.0,12827.0,111.66078684387507,11589.0,12908.0,467.0,4270.0,971.0,74.49491103481843,38.78445251588925,2.5191824578489803,1.0692268167104784,1.0
266.0,304.0,18.777777777777775,12.305555555555554,666.0,25.99764135368948,26.653813154089146,25.099999999999998,55.328922844158136,58.853822078425424,40.85668400940356,42.54044921488722,446.125,192.67112021562951,115.50625189356083,42.0,58.0,92.0,12753.0,77237.0,263.5577062600282,52894.0,54809.0,2368.0,14961.0,3168.0,131.19532309533244,68.68969556566164,2.3559959702034874,1.4615461991532153,1.0
62.0,63.0,7.694444444444445,3.527777777777778,154.0,6.930428110326542,6.697102672463695,6.433333333333334,13.11533601115972,15.010686134914145,10.515393620538857,10.27884428857259,87.640625,46.12379312422408,28.01533972186464,16.0,28.0,21.0,440.0,1424.0,38.28015873015873,1550.0,1354.0,128.0,440.0,182.0,33.55344207412959,16.716620597526155,2.1784621673016553,3.667422338417529,1.0
142.0,167.0,7.138888888888888,6.027777777777779,354.0,13.241514740667453,13.918547363544452,13.000000000000004,29.505772902065566,30.524671602553934,21.16083277725808,22.533354443388248,248.9375,101.90802164082083,60.58265022283942,18.0,20.0,49.0,1796.0,6807.0,104.76288988788988,7712.0,8254.0,458.0,3380.0,842.0,67.87448687070855,35.74966901567152,2.458927197470655,1.4588033675043368,1.0
138.0,175.0,8.243055555555555,4.743055555555555,412.0,10.81222726290974,11.463920189547936,10.221428571428572,24.740733467404553,27.454353320499123,18.672088290217285,20.19815073532768,215.87832407407404,101.60016949120049,67.05317029549913,32.0,62.0,57.0,1023.0,3129.0,88.65277777777777,4415.0,4739.0,295.0,2057.0,595.0,61.66627152498134,29.2206600206109,2.6475911686710867,1.654920673947904,1.0
76.0,89.0,5.756944444444445,2.9027777777777777,216.0,6.488000430147714,6.719383413436576,6.052380952380953,14.123174447554629,16.024769302737774,11.04116889113783,11.57083778331696,108.70536574074073,56.352829266685056,36.66294546525018,20.0,38.0,30.0,268.0,616.0,40.80952380952382,1082.0,1081.0,94.0,532.0,196.0,34.992546594055206,16.94202342996469,2.462801101273109,2.126101584846596,1.0
46.0,48.0,6.694444444444445,2.555555555555556,122.0,4.9472648627321485,4.710923771927642,4.466666666666667,9.155744216933174,10.969444682594826,7.6465263812727855,7.424827187457706,59.03125,34.67004988617682,22.12899020449196,14.0,26.0,17.0,166.0,395.0,24.866666666666664,554.0,454.0,68.0,166.0,90.0,24.444932756808576,11.762013208024687,2.196805638851211,3.725336359314071,1.0
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351856,3.4641016151377544,1.7320508075688772,2.3237900077244498,1.0
58.0,66.0,6.055555555555555,2.666666666666667,156.0,5.5197445078035825,5.513599253391421,5.1,11.249310607375278,12.855985596534891,8.910910029384821,9.083410325681852,83.046875,42.9615154640557,27.42955328423773,14.0,24.0,22.0,184.0,400.0,30.81666666666667,680.0,618.0,72.0,286.0,126.0,28.471915671999795,13.999167504116496,2.353004381892606,2.59614068514264,1.0
72.0,83.0,5.055555555555555,3.0555555555555554,186.0,6.66470379794645,6.89420534492739,6.366666666666667,14.436443388259487,15.629067424415018,10.85389088798199,11.36530042172006,112.90625,52.473378807947995,32.373825194236886,14.0,20.0,26.0,293.0,740.0,39.269047619047626,1196.0,1212.0,102.0,437.0,184.0,34.63120855304764,17.44818974583622,2.3887728109306887,1.9324938943727505,1.0
124.0,152.0,6.5,4.694444444444445,326.0,10.647867045540842,11.329873988246622,10.333333333333334,24.396035182486024,25.67030887673433,17.722758127248056,19.118297008401292,209.859375,89.38296616871098,55.23073746008669,16.0,22.0,46.0,921.0,2748.0,81.85912698412699,4020.0,4368.0,290.0,1454.0,511.0,56.89014223279761,28.976986004283166,2.5334743831334072,1.6024058707677402,1.0
86.0,100.0,6.416666666666667,3.8333333333333335,222.0,8.113392202930195,8.327017500080839,7.766666666666668,17.359048326954824,18.7103483223545,12.934771117021752,13.533743941078892,140.296875,62.55763874803105,38.43832029648287,16.0,22.0,31.0,534.0,1638.0,51.42857142857143,2138.0,2117.0,156.0,748.0,274.0,41.704300407566,21.303502839535348,2.4502104824633135,1.8782209203072082,1.0
72.0,76.0,6.895833333333334,3.2083333333333335,198.0,6.865991962219568,6.880384245463444,6.333333333333334,13.933431128943841,16.26440633165593,11.302137185074248,11.39089039808875,93.8611111111111,54.061721329929625,34.6431806274131,22.0,46.0,27.0,412.0,1294.0,40.74880952380953,1555.0,1453.0,99.0,580.0,204.0,35.492404111055606,17.096757099509045,2.2831532254453166,2.23813026069247,1.0
160.0,199.0,8.26388888888889,5.506944444444445,452.0,12.872923019158511,13.788778341767456,12.350000000000003,29.883577054296836,32.327527605156206,22.17816956004461,24.008595469820563,260.17881944444446,116.64653609966038,74.62636059228892,26.0,54.0,63.0,1588.0,5388.0,113.1389971139971,7000.0,7671.0,406.0,3405.0,846.0,70.76596951979397,35.34318825842297,2.5809685598537646,1.4604920273845368,1.0
152.0,179.0,8.25,6.472222222222222,382.0,14.152198343190411,14.826795654008315,13.833333333333336,31.371798305850003,32.679372140933175,22.643996024852466,24.056957805502517,263.703125,109.31293998810852,65.41107734758562,20.0,24.0,53.0,2332.0,9935.0,113.1649544899545,9940.0,10554.0,566.0,3944.0,962.0,72.67788630913432,38.25573260429816,2.4939571470531803,1.3752172725134724,1.0
60.0,61.0,7.083333333333333,3.75,142.0,7.095754112725152,6.837982111379,6.733333333333334,13.362469677197074,14.709146315655346,10.227664335835204,10.044921240947438,98.125,44.07755796252722,25.659048552118026,14.0,20.0,19.0,448.0,1477.0,37.87738095238095,1582.0,1386.0,124.0,448.0,182.0,33.349958383709996,17.18686496367946,2.1357792050698574,3.595712896138612,1.0
144.0,183.0,6.291666666666666,4.993055555555555,404.0,11.622758571928234,12.517286934930542,11.28809523809524,27.25169403399818,28.83423498363863,19.76846460739459,21.59083109827027,243.13758333333334,104.30398067784294,66.0936731571541,24.0,38.0,56.0,1145.0,3594.0,95.23852813852812,5152.0,5776.0,340.0,2612.0,716.0,63.95045579657645,31.37360435869936,2.669971601968061,1.4829321842449985,1.0
174.0,209.0,11.083333333333332,7.416666666666666,450.0,15.939090705625686,16.589925489553433,15.433333333333337,35.06686225788768,37.028812663311854,25.529442291001487,27.125697729161562,300.015625,125.58172050946588,76.66029074432443,24.0,32.0,63.0,3064.0,12891.0,140.4341575091575,12810.0,13275.0,730.0,4867.0,1188.0,82.57737418930084,42.40253063456656,2.5684892596482283,1.511859577899391,1.0
136.0,163.0,9.61111111111111,5.749999999999998,356.0,12.413591357920938,12.857516187174516,11.900000000000002,27.074927805386256,29.051927587233457,20.09136764099148,21.18843739922355,226.765625,98.58972967109112,60.7717469243261,18.0,30.0,50.0,1836.0,7948.0,95.23602231102231,7679.0,8009.0,421.0,2496.0,708.0,64.64757872268305,33.61814452880668,2.514470771095056,1.472371093903228,1.0
136.0,161.0,9.61111111111111,5.6944444444444455,356.0,12.37991785310972,12.829873988246623,11.833333333333336,26.99411139383934,29.13441049187209,20.17224787003123,21.23961735196093,219.984375,98.86979914921612,61.23073746008669,22.0,34.0,50.0,1503.0,5062.0,101.30000000000001,6169.0,6291.0,433.0,2254.0,700.0,64.52114832583004,33.108405715351005,2.485166832846553,1.844944888509048,1.0
66.0,85.0,5.097222222222222,2.1875,210.0,4.982998800364115,5.201012200075339,4.554761904761904,11.12770877392789,13.047948830801737,8.85347358264538,9.434624071991195,97.09707407407406,49.30566569265147,33.7384383930881,18.0,40.0,29.0,123.0,219.0,29.58333333333333,491.0,480.0,61.0,174.0,99.0,28.65283133116802,13.466253199680082,2.619556193050296,2.396254979141823,1.0
84.0,92.0,7.194444444444445,4.638888888888889,200.0,9.185070510202193,9.154478692306727,8.9,18.49644427341263,19.554445777276094,13.572928212987003,13.799234746362536,149.53125,60.714270175582186,34.97275705110278,12.0,16.0,27.0,784.0,2695.0,56.835317460317455,2975.0,2801.0,225.0,984.0,336.0,44.22505479793897,23.564281507017572,2.324366328598225,2.4103346917387256,1.0
112.0,124.0,7.555555555555555,5.638888888888888,266.0,11.702708600407234,11.918769209616974,11.433333333333334,24.49302292317038,25.555647783975246,17.815568900106285,18.374101609643546,197.53125,80.60856452345911,46.33781523309453,14.0,18.0,36.0,1521.0,6326.0,80.82511655011655,6074.0,6033.0,364.0,2094.0,588.0,57.34840938106448,30.641458611062205,2.354238283137096,1.7998287865409144,1.0
90.0,103.0,8.506944444444445,4.416666666666666,242.0,8.919556629830167,8.885843773635598,8.404761904761905,18.037020266456313,20.0793127801977,13.85875872761301,14.137596317388457,140.523,66.33319306464554,41.37285200825606,22.0,36.0,33.0,706.0,2192.0,59.9218253968254,2643.0,2449.0,239.0,906.0,336.0,44.90809053993736,22.398202240573546,2.464463290338509,2.718196822300696,1.0
122.0,146.0,8.25,5.027777777777779,320.0,10.986071002992368,11.435446797246707,10.533333333333335,24.16849419582836,25.93846850117352,17.941537726730413,18.98331723229142,200.609375,88.49641893811975,54.758601505087114,18.0,28.0,45.0,1013.0,2953.0,86.74761904761905,4191.0,4310.0,347.0,1644.0,553.0,57.47024483796997,29.236980881170908,2.498952880436914,1.9267730014101523,1.0
58.0,63.0,5.083333333333333,3.1111111111111107,140.0,6.236382105218448,6.221666537153279,6.0,12.573839334717295,13.473164879336615,9.370727640387596,9.509470883444056,98.140625,42.14472886126054,24.665621261737524,10.0,14.0,19.0,256.0,653.0,33.18571428571428,971.0,911.0,97.0,346.0,150.0,30.31364300027847,16.129560883392717,2.257845608145703,2.3433317332672807,1.0
104.0,130.0,4.729166666666667,3.4305555555555545,292.0,8.161433706523047,8.838555475828082,7.852380952380956,19.32797611917184,20.72857255093604,14.218425437354906,15.569520864583103,163.35525,75.71573571442413,48.76019982033226,22.0,32.0,41.0,456.0,1188.0,56.290476190476184,2050.0,2284.0,180.0,990.0,352.0,45.786786640820196,21.120483090277304,2.5970802986588475,1.6014024140861935,1.0
76.0,87.0,5.305555555555555,3.3055555555555562,194.0,7.16470379794645,7.394205344927391,6.866666666666667,15.43644338825949,16.62906742441502,11.560997669168538,12.072407202906605,120.90625,55.30180593269418,33.788038756609986,14.0,20.0,27.0,360.0,968.0,43.34761904761905,1464.0,1474.0,104.0,652.0,226.0,36.82370471238154,18.833278627412405,2.3889725377394395,1.9217270751479658,1.0
120.0,132.0,9.027777777777779,5.61111111111111,298.0,11.935560745775547,12.169238627463278,11.433333333333335,25.047269578507986,27.06219285813146,18.89128519503625,19.43902454336051,188.265625,87.50230959293418,52.6186601839818,24.0,34.0,41.0,1942.0,9805.0,82.98388776256422,7852.0,7914.0,334.0,2644.0,638.0,60.03355782313443,30.852266165131056,2.276708976275347,1.5451769509801574,1.0
156.0,184.0,8.5,6.805555555555555,390.0,14.690203145651198,15.3513595186979,14.400000000000002,32.4283778407609,33.60595250049341,23.24171300629784,24.70179796274708,276.328125,111.99228158090393,66.64714532508542,20.0,22.0,54.0,2645.0,12057.0,117.68556582306582,11228.0,11871.0,598.0,4414.0,1026.0,74.96730657542135,39.880433154275806,2.4936468569388226,1.3318930183923525,1.0
64.0,71.0,6.395833333333333,2.777777777777778,182.0,5.909702168162851,5.916707931972796,5.419047619047619,12.040977714632751,14.152246952478981,9.785873951362623,9.912254645092817,87.0757361111111,48.01557223565736,31.20667743495553,18.0,40.0,25.0,252.0,655.0,34.057142857142864,941.0,867.0,73.0,378.0,150.0,30.963431276936454,14.981183130029597,2.3344142183389773,2.39239402289955,1.0
50.0,55.0,4.583333333333333,2.5555555555555554,124.0,5.215214055163271,5.210923771927642,4.966666666666667,10.557668005579858,11.50534306745707,8.025463763235798,8.131933968644253,80.90625,36.496925404656444,21.785844453984343,8.0,14.0,17.0,156.0,353.0,26.11666666666666,591.0,553.0,63.0,228.0,104.0,25.754244629039327,13.619694833292886,2.250874594525543,2.320588019062653,1.0
120.0,139.0,7.638888888888889,5.0,308.0,11.024877143252587,11.485735208391004,10.600000000000001,24.18124417472355,25.90749231975221,17.99390838506876,18.950697361656317,191.671875,87.168459057512,53.44708730872799,22.0,30.0,43.0,1295.0,5099.0,79.4767538017538,5460.0,5740.0,320.0,1853.0,558.0,57.319244547616094,29.276507795008886,2.4067161258291,1.4826848330608051,1.0
300.0,335.0,26.944444444444443,13.250000000000002,826.0,28.22812507012844,28.483328308818898,26.34285714285713,58.29788545474653,66.45428727153664,46.02429358853501,46.93886599171906,439.70919444444456,222.84113677941528,141.21148605067228,70.0,156.0,113.0,19604.0,146580.0,300.9152441476129,76850.0,75142.0,2778.0,23534.0,3770.0,146.0687184183798,71.86917001198911,2.459756818714326,2.1890254815776395,1.0
162.0,186.0,14.083333333333332,7.444444444444443,422.0,15.543820313256736,15.748865043936124,14.700000000000003,32.474384338114525,35.72103445726863,24.743057956374056,25.554971191248093,254.109375,118.58092680886686,73.52472783021295,32.0,50.0,59.0,3124.0,13340.0,136.62535242535242,12214.0,11870.0,782.0,4176.0,1110.0,79.41083635088667,39.56746112007198,2.5036932217741534,2.2420392607445225,1.0
42.0,46.0,4.083333333333334,2.0277777777777777,108.0,4.198377302757663,4.197102672463695,3.933333333333333,8.5172597998064,9.546584519776387,6.6516903153825835,6.743310382639851,61.515625,30.98010589422657,19.186912597118443,10.0,16.0,15.0,84.0,160.0,19.53333333333333,315.0,291.0,27.0,144.0,66.0,21.18569143871713,10.792280186226474,2.245826779937863,2.3462271738277805,1.0
94.0,106.0,9.277777777777777,4.611111111111111,244.0,9.362279762904679,9.340838599544785,8.8,18.997532744081592,21.133208485172936,14.636713964098501,14.922367527083296,145.8125,69.07600986472751,42.794611466229476,20.0,32.0,34.0,880.0,3124.0,62.98823953823954,3332.0,3130.0,240.0,1132.0,374.0,47.15304594563916,24.212498445092226,2.3360457382840774,2.4868043108728073,1.0
132.0,146.0,12.138888888888888,6.916666666666667,328.0,13.815299465537993,13.770572420459924,13.200000000000001,27.8959008061409,30.223552647311273,20.93172530955613,21.32236506235681,219.046875,96.26181649946196,57.62523289360129,26.0,36.0,45.0,2462.0,10810.0,106.04711954711955,9441.0,9011.0,589.0,2782.0,806.0,67.893132126242,34.76973229912824,2.3424523587360686,2.697985003448978,1.0
92.0,110.0,7.729166666666666,3.6111111111111107,264.0,7.841553820740987,8.060443859053887,7.285714285714287,16.92317444755463,19.274769302737774,13.200087513735722,13.848671102416976,137.2476111111111,68.13936185141459,44.57173561694728,22.0,44.0,37.0,507.0,1494.0,53.01547619047619,1996.0,1938.0,144.0,691.0,268.0,42.46580368299713,20.518359813485787,2.5186316039253422,2.0121307465624216,1.0
66.0,68.0,8.847222222222221,2.875,206.0,6.021673934958928,5.811135122972713,5.21904761904762,11.403990859101544,14.942286398099142,10.303069933676179,10.047234421202688,66.7962222222222,51.351978855434275,35.47603286813174,28.0,70.0,28.0,326.0,909.0,36.48571428571429,1122.0,953.0,114.0,326.0,156.0,32.13625538213082,13.848034571012702,2.2715095763016784,4.013903140695401,1.0
90.0,106.0,7.118055555555555,3.625,252.0,7.91552078507628,8.141452803364386,7.419047619047619,17.029608057112522,19.138228388797714,13.19099880539889,13.77595795024909,134.86161574074072,66.44613999965641,42.67609088448918,20.0,40.0,35.0,478.0,1291.0,53.71666666666667,1916.0,1906.0,178.0,806.0,294.0,42.064054245399554,21.011257531595625,2.4694625675773234,2.0947107682218027,1.0
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351856,3.4641016151377544,1.7320508075688772,2.3237900077244498,1.0
72.0,84.0,5.055555555555555,3.0833333333333335,186.0,6.681540550352056,6.9080264443913375,6.4,14.476851594032945,15.587825972095704,10.813450773462108,11.339710445351365,116.296875,52.333344068885495,32.1443299263566,12.0,18.0,26.0,283.0,690.0,39.81904761904762,1152.0,1161.0,86.0,542.0,196.0,34.55419473617837,17.683996835988737,2.4021865221232006,2.002389306756594,1.0
228.0,289.0,13.52083333333333,8.159722222222223,652.0,18.508528483516255,19.6119932028496,17.6452380952381,42.270234597205814,45.97130949341905,31.48189171366755,33.98430085737914,370.0268287037037,166.38860176751632,107.33988026778376,44.0,74.0,91.0,4484.0,19780.0,189.66753246753245,19376.0,20835.0,1090.0,7838.0,1782.0,101.48368868094798,50.44366789754577,2.730819339052456,1.3196847673947079,1.0
152.0,186.0,6.861111111111111,5.8055555555555545,392.0,13.220346690612276,14.132549469710403,12.96666666666667,30.489601572928127,31.556849790674388,21.81556890010628,23.60530727137162,265.875,108.98814024557461,66.18815478932483,16.0,20.0,55.0,1662.0,5859.0,109.75652958152958,7376.0,8160.0,470.0,2651.0,817.0,70.0344375618544,36.34730550475709,2.5518588873251433,1.398709306392182,1.0
228.0,292.0,15.812499999999998,8.222222222222221,686.0,18.19732684236373,19.037176909867448,17.08095238095239,40.73957148034944,45.62367062254237,30.997737642042566,33.27274723665237,361.0030277777778,168.08231945199933,111.3125695343464,54.0,102.0,95.0,4366.0,19137.0,192.90452268319916,18165.0,18774.0,1013.0,7814.0,1705.0,100.69122716725664,48.71564599001572,2.7643458895225246,1.5281431740570286,1.0
116.0,142.0,7.840277777777777,4.472222222222222,322.0,9.92457605184824,10.369739550454947,9.423809523809526,22.031290542102827,24.106098328359117,16.594224889357506,17.63876675600315,184.12362037037036,84.79829176940822,54.07682853800152,24.0,38.0,45.0,826.0,2440.0,75.28055555555555,3421.0,3515.0,295.0,1470.0,482.0,53.196335295920825,26.912906943032244,2.5738198302494495,1.8411258977693457,1.0
38.0,40.0,2.861111111111111,2.25,84.0,4.431851652578137,4.418991055689499,4.366666666666667,8.882196732921877,9.122522350258794,6.363961030678929,6.436674182846815,72.0,27.194857427622715,14.779271744364848,4.0,4.0,11.0,94.0,203.0,18.68333333333333,361.0,343.0,33.0,148.0,66.0,20.758832560654838,11.384646120352905,2.1489611417496346,2.0778607554610558,1.0
50.0,55.0,4.583333333333334,2.5555555555555554,124.0,5.215214055163271,5.210923771927642,4.966666666666667,10.557668005579858,11.50534306745707,8.025463763235798,8.131933968644253,80.90625,36.496925404656444,21.785844453984343,8.0,14.0,17.0,156.0,353.0,26.116666666666664,591.0,553.0,63.0,228.0,104.0,25.754244629039327,13.619694833292886,2.2508745945255444,2.320588019062653,1.0
126.0,145.0,7.527777777777777,5.722222222222223,312.0,12.190203145651198,12.626614647306308,11.900000000000002,26.4283778407609,27.60595250049341,19.1203926627382,20.130987876404266,218.15625,90.77907814530751,53.91922326372756,20.0,22.0,43.0,1791.0,8323.0,86.67122183372183,7500.0,7830.0,320.0,2621.0,658.0,61.67515849100083,32.67076315251443,2.401285455514275,1.3586550862264741,1.0
114.0,130.0,8.166666666666668,5.75,278.0,11.689401807851764,11.876145229460006,11.399999999999999,24.472207396776614,25.563509041474955,17.665738985845227,18.35895816150076,205.546875,82.05845755735277,47.981524063347905,16.0,18.0,38.0,1472.0,5948.0,82.74914529914531,5934.0,5963.0,342.0,2165.0,586.0,57.572935857531235,30.355293786503573,2.3763809538125567,1.8117381369658272,1.0
130.0,155.0,8.75,5.611111111111112,336.0,12.024075805453155,12.460010661936291,11.600000000000001,26.225073730739258,27.865048860733747,19.24636148936233,20.335264170722528,221.234375,94.00418765566133,57.40888304496001,18.0,26.0,47.0,1331.0,4330.0,96.31154401154402,5464.0,5574.0,396.0,2099.0,652.0,62.03969268990802,32.093434290969405,2.49409571177208,1.8697167868120341,1.0
130.0,153.0,8.75,5.500000000000001,336.0,11.969234250586762,12.42162569778276,11.500000000000002,26.1280859900549,27.979709953492833,19.396191403623387,20.423120771033208,213.21875,94.29330792667466,57.816523897713594,20.0,30.0,47.0,1497.0,5545.0,91.33715728715728,6286.0,6584.0,426.0,2037.0,660.0,63.405958388749994,32.11410578423117,2.4313424376289854,1.638691412909626,1.0
228.0,296.0,14.423611111111109,7.416666666666667,696.0,17.193796882513595,18.29072466195206,16.08095238095239,39.71997880096975,44.65705081736198,30.359580546077314,32.93454327920085,351.7686527777778,168.18667471954117,112.72678309671952,54.0,104.0,97.0,3715.0,15328.0,180.95473137973138,16179.0,17556.0,939.0,6451.0,1574.0,99.23216807388626,47.09839332770266,2.7633670613965955,1.3713050068401065,1.0
126.0,152.0,6.138888888888889,5.055555555555555,322.0,11.25835149307306,11.932368463008396,11.033333333333335,25.546181107839026,26.483430150234618,18.29196553799201,19.679337342273364,220.328125,90.45427840277357,54.69630070546677,16.0,18.0,45.0,1027.0,3093.0,87.56547619047619,4463.0,4827.0,289.0,1877.0,559.0,58.75290253571629,30.80445228268636,2.4987378686905872,1.625291920354262,1.0
132.0,152.0,8.388888888888888,5.833333333333333,332.0,12.562881945713372,13.010299073080589,12.16666666666667,27.237823709634444,28.834072679312435,20.005838928887222,21.009751081273972,220.296875,95.50465489979975,57.51158241097394,22.0,28.0,46.0,1915.0,8708.0,93.15863580863581,8048.0,8438.0,400.0,2932.0,738.0,64.08021720404871,33.81539930549845,2.386251995686526,1.4141741264101628,1.0
70.0,80.0,4.444444444444445,3.1388888888888884,174.0,6.770856947829097,6.999778153927474,6.566666666666667,14.610826190248504,15.43312543371645,10.744501088240812,11.230320645610187,117.53125,50.585279971090216,30.144329926356598,10.0,14.0,24.0,301.0,778.0,38.71904761904762,1246.0,1284.0,106.0,437.0,184.0,34.41148077690816,17.881593534346724,2.3355904555359257,1.861906107472987,1.0
168.0,221.0,12.027777777777777,5.819444444444445,518.0,12.963233394208578,13.590765501322583,12.080952380952384,29.2491517255681,33.048547030784455,22.393977759725992,24.142213735171335,267.2420324074074,123.98503794541548,83.22461039434974,40.0,76.0,72.0,1670.0,5555.0,122.1433621933622,6968.0,7214.0,486.0,3180.0,868.0,72.88684851176102,35.275293180256256,2.72389235328757,1.7687957566101886,1.0
190.0,246.0,13.888888888888888,7.111111111111111,570.0,15.417740416105753,16.02357765647603,14.480952380952383,34.16038700674321,38.11580936504266,25.879982842802015,27.724870816903262,308.246662037037,139.77194358813975,92.27323757189076,44.0,78.0,79.0,2671.0,10012.0,152.79075091575095,10993.0,11225.0,723.0,4681.0,1193.0,84.51971714533539,41.21648099648071,2.7326285826866163,1.7682911301518531,1.0
184.0,221.0,9.3125,7.444444444444444,478.0,16.56531725777247,17.466409025801045,16.171428571428578,37.18032349132481,38.894838067096295,26.913247512595518,28.747349863388898,315.3355,132.64893811717775,80.53909436609673,26.0,36.0,66.0,3671.0,17942.0,144.00157342657343,16064.0,17548.0,760.0,5717.0,1325.0,86.27248237869517,45.11409627649732,2.4680289347097535,1.1704649849071198,1.0
166.0,215.0,11.937499999999998,5.840277777777778,500.0,13.001908528803392,13.636778913611712,12.145238095238097,29.325433810741757,32.94288459808187,22.379472495619037,24.10592715020008,261.6315740740741,122.26685066708549,81.44748624363191,38.0,70.0,70.0,1674.0,5552.0,121.50050505050505,6978.0,7218.0,488.0,3207.0,868.0,72.61798012491448,35.138405682840805,2.7072617665945833,1.7658034499316226,1.0
180.0,229.0,13.29861111111111,6.423611111111111,536.0,14.35775057645996,15.006642239922044,13.378571428571432,32.094471473841836,36.212246229220206,24.719572438661036,26.424493893811576,276.3815740740741,132.78931641013264,88.09776778350485,42.0,78.0,75.0,2352.0,8980.0,137.48917471417474,9739.0,10007.0,607.0,4203.0,1057.0,79.65999207377797,38.38773466356672,2.7074690732240043,1.682801435536646,1.0
198.0,250.0,15.361111111111109,6.923611111111111,602.0,15.569075441865147,16.226247499431146,14.36428571428572,34.61818938866819,39.8179086619228,27.146649293454526,28.886331375077994,293.94168518518524,146.99635562681723,98.70331905896879,50.0,102.0,84.0,3162.0,13462.0,154.83199023199023,13042.0,13352.0,744.0,5331.0,1264.0,87.15788745642901,41.43175658606418,2.707510906066361,1.6196602917492469,1.0
120.0,142.0,7.638888888888888,5.083333333333333,308.0,11.07538740046941,11.527198506782844,10.700000000000001,24.30246879204392,25.78376796279427,17.872588041509122,18.873927432550246,201.84375,86.74835484032448,52.758601505087114,16.0,24.0,43.0,1163.0,4015.0,82.34650072150072,4812.0,4942.0,322.0,1717.0,554.0,57.35902860597194,29.311834626082472,2.5367836359154112,1.6995268952783975,1.0
102.0,117.0,6.895833333333333,4.958333333333333,260.0,10.198637171184398,10.387905051279777,9.919047619047621,21.428385210098437,22.612709451477805,15.604129429026585,16.235482251260258,177.199,73.91709740638416,44.05856859745241,18.0,26.0,35.0,972.0,3393.0,69.066341991342,3894.0,3874.0,298.0,1338.0,450.0,50.76394176554076,27.026324932481234,2.4267942597903183,1.8981865149823445,1.0
158.0,183.0,11.402777777777779,6.388888888888889,436.0,14.082154010178076,14.54433963587324,13.304761904761909,30.420731697098265,33.853596614776976,23.387161544907563,24.420909352897134,238.0357314814815,116.47441394600472,73.92482278736622,36.0,70.0,60.0,2934.0,15309.0,114.23244973980269,12170.0,12594.0,510.0,4377.0,974.0,74.30613135405929,37.10434876831392,2.4620952611738423,1.3951738640272864,1.0
142.0,167.0,7.138888888888888,6.027777777777779,354.0,13.241514740667453,13.918547363544452,13.000000000000002,29.505772902065566,30.52467160255393,21.160832777258076,22.533354443388248,248.9375,101.90802164082086,60.58265022283942,18.0,20.0,49.0,2000.0,8675.0,101.2773976023976,8622.0,9260.0,468.0,3418.0,840.0,67.89555861844626,35.882237397909996,2.4851363649087883,1.2979511955651177,1.0
148.0,174.0,8.0,6.138888888888889,374.0,13.614193540729628,14.30223178931873,13.266666666666671,30.315218770939104,31.752791781372952,22.0462790434071,23.412117648257958,251.078125,106.63359839531316,64.17500937008583,20.0,26.0,52.0,2402.0,11821.0,104.38658841158842,10464.0,11385.0,460.0,3930.0,904.0,70.3872665953945,36.81293694356472,2.4361205633374996,1.1739810578879872,1.0
160.0,206.0,11.076388888888886,5.631944444444445,480.0,12.581188225148363,13.21984913556639,11.792857142857146,28.432678232815324,31.817860534240932,21.624585471509956,23.30267280715781,252.43257407407407,117.79958481119888,78.18235821320961,36.0,68.0,67.0,1553.0,5185.0,114.13979076479076,6514.0,6781.0,440.0,3006.0,810.0,70.10231816931814,33.88630802305956,2.678182185779836,1.711556084534079,1.0
64.0,63.0,8.23611111111111,2.916666666666667,194.0,6.1009536313038994,5.894205344927391,5.366666666666667,11.511235281175107,14.81726233425821,10.255289690753646,9.951086859346962,65.59722222222221,49.71314012429386,33.62511840008253,26.0,68.0,26.0,357.0,1101.0,35.19880952380953,1246.0,1077.0,108.0,357.0,156.0,31.902371010333486,14.574230059619762,2.1889010593167346,3.617782070438074,1.0
76.0,82.0,6.694444444444444,4.027777777777777,184.0,8.1302289553358,8.116093728153196,7.800000000000001,16.39945653272828,17.669106870035183,12.308544564874966,12.472877784300117,125.515625,55.34653619710308,32.5519707791102,14.0,20.0,25.0,640.0,2375.0,47.10046897546897,2461.0,2351.0,151.0,804.0,266.0,39.645518344072215,20.44090449586154,2.2783865668564243,2.0591030571763844,1.0
