M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,dG_hyd
40.0,38.0,4.861111111111111,2.8333333333333335,86.0,5.2700556100296625,5.024563864689584,5.066666666666666,9.654655746264213,10.390681974697983,7.289847411347834,7.008801187923491,70.75,29.136737321777677,15.721349351738361,6.0,10.0,11.0,212.0,663.0,22.61865079365079,738.0,638.0,52.0,212.0,90.0,23.795853023360674,12.784906442999326,1.9753766811902755,2.7964218719764764,-2.34
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.82561719801098,7.195941990698567,5.059137268047012,5.0847272444157054,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.189602380978524,8.720566232730448,2.1010029896154583,2.122917949959366,-1.12
90.0,100.0,5.694444444444445,4.388888888888889,214.0,9.270856947829097,9.499778153927476,9.066666666666666,19.610826190248506,20.433125433716448,14.280034994173551,14.765854551542926,157.53125,64.72741559482117,37.215397738222066,10.0,14.0,29.0,736.0,2371.0,59.10753968253968,2984.0,3008.0,244.0,1024.0,368.0,45.72710444312485,24.616633141228586,2.3360457382840787,1.863552467523932,-9.34
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.95741732923815,6.242640687119285,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440477,6.987918414869869,1.8019377358048385,2.3390923149762908,-3.03
62.0,68.0,2.9722222222222223,3.0,142.0,6.449489742783179,6.683281572999748,6.3999999999999995,13.878775382679628,14.123724356957947,9.899494936611669,10.304434264941282,112.0,44.26072465075346,24.7301163639835,6.0,6.0,19.0,264.0,715.0,33.69642857142857,1118.0,1182.0,86.0,444.0,170.0,31.602589246537406,17.300563079745768,2.2360679774997907,1.6872141191211394,-2.87
30.0,31.0,2.361111111111111,1.6666666666666667,68.0,3.393846850117352,3.3944271909999157,3.3,6.82561719801098,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.189602380978524,8.720566232730448,2.1010029896154583,2.1229179499593664,-4.91
24.0,22.0,3.861111111111111,1.8333333333333333,54.0,3.270055610029662,3.0245638646895836,3.0666666666666664,5.654655746264211,6.390681974697982,4.461420286601642,4.180374063177299,38.75,17.823028822792917,10.06449510224598,6.0,10.0,7.0,52.0,108.0,11.483333333333333,166.0,130.0,20.0,52.0,30.0,14.677511786966832,7.7274066103125465,1.9318516525781364,2.678257743164726,-3.09
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666663,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660266,64.0,24.366430302876516,13.365058181991749,4.0,4.0,10.0,64.0,122.0,15.783333333333333,246.0,234.0,22.0,109.0,50.0,18.479022537159658,10.424292428609819,2.1357792050698574,2.1250162554146717,-7.0
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.78584445398434,7.656854249492381,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.474486727605713,8.054678984251696,1.8477590650225737,2.447472887876344,-4.23
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.270055610029662,2.0245638646895836,2.0666666666666664,3.6546557462642113,4.390681974697982,3.0472067242285474,2.766160500804204,22.75,12.16617457330054,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388581,5.226251859505506,1.8477590650225744,2.5395388613593908,-3.71
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.82561719801098,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.189602380978528,8.720566232730448,2.1010029896154587,2.122917949959366,-4.01
2.0,1.0,2.0,1.0,2.0,1.0,0.7071067811865475,1.0,1.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0861612696304874,2.0,1.0,1.0,-0.82
2.0,1.0,2.0,1.0,2.0,1.0,0.7071067811865475,1.0,1.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0861612696304874,2.0,1.0,1.0,-5.1
26.0,24.0,3.5,2.25,50.0,3.914213562373095,3.6547005383792515,3.833333333333333,6.885618083164127,7.121320343559642,4.949747468305834,4.69023444431199,56.0,18.61427157873053,9.071067811865476,2.0,2.0,6.0,84.0,210.0,13.742857142857144,280.0,231.0,24.0,84.0,42.0,16.754072029940975,9.517540966287266,1.8793852415718166,2.53006045688352,-2.67
82.0,97.0,6.166666666666667,3.5555555555555554,214.0,7.609060905280623,7.830095834319148,7.2666666666666675,16.38328520359084,17.701285058155637,12.25617390653662,12.837723831096946,134.453125,59.59822767711065,36.74326178322249,12.0,20.0,30.0,394.0,981.0,49.14285714285714,1588.0,1589.0,160.0,664.0,260.0,39.34749038676824,19.892691717463663,2.430907836833065,2.124689383373654,-2.28
46.0,51.0,4.333333333333334,2.3055555555555554,116.0,4.715214055163271,4.710923771927642,4.466666666666667,9.557668005579858,10.505343067457073,7.3183569820492504,7.424827187457706,72.90625,33.66849827991025,20.371630891611247,8.0,14.0,16.0,114.0,231.0,22.9,428.0,396.0,48.0,180.0,84.0,23.475339554123394,11.945821561028193,2.2671838628845,2.3960449098608665,-7.37
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,-3.88
30.0,28.0,3.75,2.5,58.0,4.414213562373095,4.1547005383792515,4.333333333333333,7.885618083164127,8.121320343559642,5.6568542494923815,5.397341225498538,64.0,21.442698703476722,10.485281374238571,2.0,2.0,7.0,120.0,330.0,16.460714285714285,408.0,344.0,32.0,120.0,56.0,19.03365733227704,10.627503029350086,1.9021130325903075,2.595082706793886,-2.29
40.0,43.0,3.4722222222222223,2.111111111111111,96.0,4.304530452640312,4.302675481463779,4.133333333333333,8.691642601795419,9.35064252907782,6.542300515641405,6.60833060652998,66.140625,29.092007057368782,16.95741732923815,6.0,10.0,13.0,88.0,176.0,19.15,335.0,315.0,35.0,142.0,66.0,20.97192339402509,11.18995723015805,2.193993277712658,2.228362114935043,-4.12
52.0,58.0,5.194444444444445,2.4722222222222223,136.0,5.109060905280623,5.105350962927558,4.7666666666666675,10.383285203590841,11.701285058155639,8.134853562976977,8.266913744754124,76.28125,38.38502424151423,24.015339721864635,12.0,20.0,19.0,150.0,327.0,26.599999999999998,559.0,513.0,55.0,236.0,104.0,25.96847457202106,12.675204166065733,2.302775637731995,2.437159260034696,-2.53
58.0,68.0,6.055555555555555,2.7777777777777777,156.0,5.574586062669974,5.551984217544952,5.200000000000001,11.346298348059632,12.741324503775802,8.761080115123763,8.995553725371172,91.0625,42.67239519304241,27.02191243148413,12.0,20.0,22.0,182.0,393.0,31.0,670.0,606.0,62.0,289.0,126.0,28.492053757628547,14.708146448082836,2.3776833678656857,2.6344089870615974,-25.47
2.0,1.0,2.0,1.0,2.0,1.0,0.7071067811865475,1.0,1.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0861612696304874,2.0,1.0,1.0,-0.22
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-9.28
76.0,90.0,2.9444444444444446,3.0555555555555554,188.0,6.932652990377571,7.394205344927391,6.866666666666667,15.838367176906171,16.164965809277263,11.232828269945003,12.072407202906604,134.78125,54.30025432642762,32.03067944372927,8.0,8.0,26.0,279.0,680.0,40.78571428571429,1248.0,1392.0,64.0,656.0,216.0,35.85389960896524,19.313708498984766,2.4142135623730963,1.6824884302593337,-3.15
36.0,39.0,3.2222222222222223,1.8611111111111112,88.0,3.804530452640311,3.802675481463779,3.6333333333333333,7.691642601795419,8.350642529077819,5.835193734454857,5.901223825343431,58.140625,26.26357993262259,15.543203766865057,6.0,10.0,12.0,60.0,106.0,16.166666666666664,228.0,214.0,20.0,106.0,50.0,18.69255664280207,9.953959938490609,2.193527085331054,2.2794002709583667,-5.53
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-0.4
34.0,32.0,4.0,2.75,66.0,4.914213562373096,4.654700538379252,4.833333333333333,8.885618083164127,9.121320343559642,6.363961030678929,6.104448006685086,72.0,24.271125828222914,11.899494936611667,2.0,2.0,8.0,165.0,495.0,19.289682539682538,570.0,489.0,40.0,165.0,72.0,21.313242634613108,12.05334836666454,1.918985947228995,2.6476048489438337,-3.88
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,-4.93
22.0,21.0,4.222222222222222,1.4444444444444442,58.0,2.6427344100918364,2.408248290463863,2.333333333333333,4.464101615137754,5.618802153517006,3.932652990377571,3.644923705673916,24.890625,16.891751327792804,10.82842712474619,8.0,16.0,8.0,29.0,47.0,9.333333333333334,86.0,61.0,16.0,29.0,20.0,12.610552651797747,5.999999999999999,1.9999999999999998,2.9934972434784735,0.1
20.0,16.0,4.0625,1.0,68.0,2.0,1.7888543819998317,1.6,3.2,5.0,3.4641016151377544,3.0983866769659336,9.48148148148148,16.492422502470642,12.0,12.0,36.0,9.0,16.0,22.0,7.0,44.0,28.0,12.0,16.0,12.0,10.524391382167263,4.0,2.0,3.0237157840738176,0.84
68.0,77.0,3.8333333333333335,3.222222222222222,162.0,6.877010097711745,7.105350962927559,6.766666666666667,14.785208992237525,15.237183443017884,10.635111288499633,11.095340869500316,122.15625,48.69718113423244,27.914834658476305,6.0,8.0,22.0,307.0,816.0,38.429761904761904,1282.0,1335.0,112.0,505.0,198.0,34.11562810435857,18.814625057107392,2.307250371348216,1.8179762710410508,-2.78
40.0,43.0,3.4722222222222223,2.166666666666667,96.0,4.325698502695489,4.313418246689415,4.166666666666666,8.707813930932858,9.318464340957362,6.473350830420108,6.571653958956686,67.375,29.082956264480494,17.00876701224514,8.0,10.0,13.0,90.0,187.0,19.066666666666666,341.0,319.0,25.0,150.0,66.0,20.971923394025076,11.18995723015805,2.193993277712657,2.1804017457062086,-0.95
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,-4.77
40.0,44.0,5.3125,2.75,108.0,4.742640687119286,4.442394238613955,4.5,8.542472332656509,9.485281374238568,6.363961030678929,6.282494181655957,72.0,29.661242854743666,18.063324203046612,12.0,20.0,14.0,121.0,255.0,21.68333333333333,394.0,313.0,60.0,121.0,72.0,22.001871559394466,11.861981290230514,2.2504298553379924,3.8747749631204758,-5.73
72.0,87.0,2.6944444444444446,2.8333333333333335,180.0,6.449489742783179,6.9080264443913375,6.4,14.878775382679628,15.123724356957947,10.485281374238573,11.339710445351367,130.171875,51.33179246261893,30.38697061347588,6.0,6.0,25.0,219.0,490.0,36.983333333333334,984.0,1101.0,68.0,420.0,166.0,33.6757722345844,17.905890120097826,2.468694461209195,1.7616255066046675,-3.35
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-9.71
28.0,28.0,4.5625,1.75,84.0,3.1213203435596424,2.8656243103068935,2.8,5.371236166328254,6.742640687119284,4.5604779323150675,4.336887038717671,36.74074074074074,21.662619116234062,14.32455532033676,12.0,28.0,11.0,44.0,76.0,12.25,134.0,98.0,26.0,44.0,30.0,15.122655423942513,7.595865303863629,2.1357792050698583,3.3604351426960575,-5.1
22.0,21.0,4.222222222222222,1.4444444444444442,58.0,2.6427344100918364,2.408248290463863,2.333333333333333,4.464101615137754,5.618802153517006,3.932652990377571,3.644923705673916,24.890625,16.891751327792804,10.82842712474619,8.0,16.0,8.0,29.0,47.0,9.333333333333334,86.0,61.0,16.0,29.0,20.0,12.610552651797747,5.999999999999999,1.9999999999999998,2.9934972434784735,-2.37
44.0,48.0,3.7222222222222223,2.4444444444444446,104.0,4.842535255101096,4.8272393461533625,4.699999999999999,9.748222136706314,10.277222888638047,7.140017497086775,7.253170763774541,78.765625,31.771348650164185,18.19348530673794,6.0,8.0,14.0,121.0,263.0,22.383333333333333,460.0,432.0,48.0,184.0,84.0,23.261343660490375,12.857278973510141,2.214319743377536,2.239538805558814,-3.3
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,0.18
26.0,24.0,3.5,2.25,50.0,3.914213562373095,3.6547005383792515,3.833333333333333,6.885618083164127,7.121320343559642,4.949747468305834,4.69023444431199,56.0,18.61427157873053,9.071067811865476,2.0,2.0,6.0,84.0,210.0,13.742857142857144,280.0,231.0,24.0,84.0,42.0,16.754072029940975,9.517540966287266,1.8793852415718166,2.53006045688352,0.34
82.0,98.0,3.805555555555556,3.25,208.0,7.34333659290053,7.802453635391254,7.2,16.70439258069061,17.31966634765651,12.008884736352847,12.888903783834333,141.546875,58.87674554896909,35.44489300610236,10.0,12.0,29.0,334.0,835.0,45.411904761904765,1469.0,1609.0,89.0,766.0,248.0,38.35733794669403,20.161767881894523,2.4392669034084364,1.713625754226305,-3.52
40.0,44.0,5.3125,2.75,108.0,4.742640687119286,4.442394238613955,4.5,8.542472332656507,9.48528137423857,6.363961030678929,6.282494181655957,72.0,29.66124285474367,18.063324203046616,12.0,20.0,14.0,121.0,255.0,21.68333333333333,394.0,313.0,60.0,121.0,72.0,22.001871559394463,11.861981290230514,2.250429855337992,3.8747749631204758,-6.4
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.270055610029662,2.0245638646895836,2.0666666666666664,3.6546557462642113,4.390681974697982,3.0472067242285474,2.766160500804204,22.75,12.16617457330054,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388581,5.226251859505506,1.8477590650225744,2.5395388613593908,0.0
50.0,52.0,3.611111111111111,3.0,108.0,5.931851652578137,5.918991055689499,5.866666666666666,11.882196732921877,12.122522350258794,8.485281374238573,8.557994526406457,96.0,35.680138801861276,19.021912431484132,4.0,4.0,14.0,242.0,721.0,27.767063492063492,938.0,902.0,66.0,323.0,126.0,27.597591539764885,15.459016797810092,2.1576474182659755,1.9062207717184476,-0.04
66.0,78.0,6.555555555555555,3.4444444444444446,172.0,6.650595667591544,6.601111946924121,6.333333333333335,13.459457417881422,14.594485222896257,9.956514078014502,10.285234039860295,116.3125,48.0310783786332,29.494048386483712,12.0,16.0,24.0,282.0,669.0,38.95,1038.0,940.0,98.0,427.0,176.0,33.071590546446544,16.993988027395254,2.4038421575175,2.7182980778975843,-7.78
72.0,80.0,7.347222222222222,2.833333333333333,220.0,6.210343431045079,6.228064901018035,5.571428571428572,12.698670225674663,15.603208846802321,10.729787558561725,10.850488764244961,89.8702222222222,54.8176931050543,36.983801585673326,24.0,60.0,30.0,289.0,713.0,38.983333333333334,1072.0,980.0,100.0,420.0,176.0,33.679957289486296,15.576881681445052,2.3809827988211696,2.61299631876269,1.07
58.0,64.0,2.7222222222222223,2.75,134.0,5.949489742783179,6.183281572999748,5.8999999999999995,12.878775382679628,13.123724356957947,9.192388155425121,9.597327483754734,104.0,41.43229752600727,23.315902801610406,6.0,6.0,18.0,209.0,534.0,30.002380952380953,890.0,946.0,66.0,309.0,132.0,29.4048637570279,15.982233596237648,2.2464283677215353,1.6942826095003782,-7.63
56.0,65.0,3.0833333333333335,2.4722222222222223,138.0,5.377010097711746,5.605350962927558,5.2666666666666675,11.785208992237525,12.237183443017884,8.51379094493999,8.974020525940672,98.15625,40.211899759993855,23.672193971357014,6.0,8.0,19.0,140.0,285.0,27.849999999999998,590.0,618.0,48.0,300.0,118.0,27.278488539440634,14.49535709032105,2.351365126324358,1.993176049339423,-7.28
42.0,42.0,5.472222222222222,2.8333333333333335,98.0,5.201907262607799,4.943554920379084,4.933333333333333,9.536852479186088,10.513204324956776,7.289847411347834,7.081514340091377,70.75,30.875750626684674,17.77269903474535,10.0,14.0,13.0,184.0,490.0,23.77738095238095,626.0,526.0,62.0,184.0,90.0,24.018757261330382,12.184667847868203,2.1010029896154587,3.317874055589367,-6.0
28.0,31.0,2.7222222222222223,1.361111111111111,72.0,2.804530452640311,2.802675481463779,2.6333333333333333,5.69164260179542,6.350642529077819,4.420980172081761,4.487010262970336,42.140625,20.606725683130215,12.714776642118865,6.0,10.0,10.0,28.0,45.0,9.833333333333332,104.0,93.0,14.0,28.0,21.0,15.508059767866161,7.191688434954843,2.2784136094964453,2.1294720529298923,-4.61
20.0,20.0,1.25,1.25,40.0,2.5,2.5,2.5,5.0,5.0,3.5355339059327378,3.5355339059327378,40.0,14.142135623730951,7.0710678118654755,0.0,0.0,5.0,15.0,20.0,7.5,60.0,60.0,0.0,20.0,10.0,11.496186321883666,6.47213595499958,1.9999999999999987,2.083333333333333,-4.78
92.0,107.0,7.277777777777778,3.944444444444445,242.0,8.486071002992368,8.710701925855117,8.033333333333335,18.168494195828362,19.93846850117352,13.820217383170776,14.412507145948608,142.4375,67.28321550252333,42.03067944372927,18.0,28.0,34.0,597.0,1793.0,56.915476190476184,2392.0,2379.0,186.0,984.0,330.0,44.10874942836537,22.139448473167413,2.3997501824978955,1.966122730914607,-9.4
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825291,9.92477721636806,2.170086486626033,2.1923771580194713,2.11
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.82561719801098,7.195941990698567,5.059137268047012,5.0847272444157054,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.189602380978524,8.720566232730448,2.1010029896154583,2.122917949959366,-5.46
108.0,126.0,5.916666666666666,4.694444444444444,268.0,10.25402019542349,10.710701925855117,10.033333333333335,22.570417984475046,23.47436688603576,16.32047510869343,17.240934270694794,188.3125,77.59537239524151,45.93017438034093,12.0,16.0,37.0,882.0,2780.0,72.70873015873016,3706.0,3867.0,266.0,1385.0,452.0,52.24060178230148,27.54501083422356,2.4476334782893145,1.7043469931371242,-7.43
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.033333333333335,236.0,222.0,12.0,110.0,50.0,18.682503128252915,9.924777216368064,2.170086486626034,2.1923771580194713,-6.19
36.0,39.0,3.2222222222222223,1.861111111111111,88.0,3.804530452640311,3.802675481463779,3.6333333333333333,7.691642601795419,8.350642529077819,5.835193734454857,5.901223825343432,58.140625,26.26357993262259,15.543203766865055,6.0,10.0,12.0,60.0,106.0,16.166666666666668,228.0,214.0,20.0,106.0,50.0,18.692556642802074,9.953959938490613,2.1935270853310533,2.2794002709583667,-4.91
42.0,46.0,4.083333333333334,2.0277777777777777,108.0,4.198377302757663,4.197102672463695,3.9333333333333336,8.5172597998064,9.546584519776387,6.6516903153825835,6.743310382639851,61.515625,30.980105894226565,19.186912597118443,10.0,16.0,15.0,84.0,160.0,19.53333333333333,315.0,291.0,27.0,144.0,66.0,21.185691438717136,10.792280186226476,2.2458267799378633,2.34622717382778,-0.86
40.0,44.0,3.4722222222222223,2.1944444444444446,96.0,4.3425352551010965,4.3272393461533625,4.199999999999999,8.748222136706316,9.277222888638047,6.432910715900227,6.5460639825879925,70.765625,28.942921525417994,16.77927174436485,6.0,8.0,13.0,86.0,167.0,19.28333333333333,325.0,303.0,33.0,142.0,66.0,20.982204647916753,11.203557775951705,2.2215832939527687,2.29725588417896,-0.85
52.0,58.0,5.194444444444445,2.4722222222222228,136.0,5.109060905280622,5.105350962927558,4.766666666666667,10.383285203590841,11.701285058155639,8.134853562976977,8.266913744754124,76.28125,38.38502424151423,24.015339721864635,12.0,20.0,19.0,152.0,337.0,26.5,567.0,521.0,51.0,240.0,104.0,25.968018983739203,13.152542465958094,2.2924555152471338,2.3956341215135133,-3.75
58.0,65.0,2.7222222222222223,2.7777777777777777,134.0,5.966326495188786,6.197102672463695,5.933333333333334,12.919183588453084,13.082482904638631,9.15194804090524,9.571737507386041,107.390625,41.29226278694477,23.086407533730114,4.0,4.0,18.0,198.0,477.0,30.576190476190476,840.0,889.0,72.0,360.0,144.0,29.333306867925067,16.38337686990968,2.2784136094964453,1.7997325191361424,-2.7
42.0,47.0,4.083333333333334,2.055555555555556,108.0,4.215214055163271,4.210923771927642,3.966666666666667,8.557668005579858,9.505343067457071,6.6112502008627025,6.717720406271157,64.90625,30.84007115516406,18.95741732923815,8.0,14.0,15.0,82.0,151.0,19.666666666666664,307.0,283.0,31.0,140.0,66.0,21.195751125405685,10.891330678669735,2.2638209778523968,2.413324848196347,-6.16
76.0,85.0,7.145833333333332,3.736111111111111,206.0,7.504149058184817,7.470975273234452,7.066666666666666,15.145075501045554,16.9658055664559,11.65096660654513,11.89669400228525,116.51099537037037,56.26345607988434,35.32402711749647,20.0,36.0,28.0,473.0,1468.0,45.49444444444444,1782.0,1662.0,134.0,653.0,234.0,37.82138594106894,19.3852927294805,2.319605929606235,2.367316083199427,-7.19
84.0,93.0,7.645833333333332,4.236111111111111,222.0,8.504149058184817,8.470975273234453,8.066666666666668,17.145075501045554,18.9658055664559,13.065180168918225,13.310907564658345,132.51099537037038,61.920310329376726,38.152454242242655,20.0,36.0,30.0,661.0,2207.0,53.73809523809524,2498.0,2340.0,182.0,877.0,300.0,42.38146155068941,21.24992592939768,2.3299645347730604,2.4177859013499994,-6.74
110.0,130.0,11.70138888888889,4.944444444444445,314.0,10.055966538104823,10.020898213135228,9.252380952380953,20.52467200915019,23.737668911176378,16.235363694145803,16.67304145022497,165.54448611111115,81.7735310443854,53.34881305868648,26.0,54.0,44.0,914.0,2625.0,79.07619047619048,3362.0,3052.0,310.0,1267.0,456.0,52.63013356433317,24.946602159684385,2.513927061123422,3.268497826290085,-5.66
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-1.61
94.0,108.0,6.916666666666666,4.277777777777778,238.0,9.092224152875016,9.3162747348552,8.733333333333334,19.34287699781738,20.742526510474953,14.417934364616146,14.984634151025283,155.0625,68.22354379041174,41.215397738222066,14.0,22.0,33.0,724.0,2349.0,60.349999999999994,2924.0,2936.0,216.0,1092.0,368.0,46.17340559671423,24.43328916067105,2.3608497219832403,1.8848804805448816,-10.78
26.0,27.0,2.111111111111111,1.4166666666666665,60.0,2.893846850117352,2.8944271909999157,2.8,5.82561719801098,6.195941990698567,4.352030486860464,4.3776204632291575,43.375,18.85866158533493,10.714776642118865,4.0,6.0,8.0,26.0,39.0,10.166666666666666,100.0,95.0,8.0,33.0,19.0,13.991826457480952,7.465883060453301,2.1149075414767564,2.184105569636068,-5.49
28.0,27.0,4.111111111111111,2.166666666666667,62.0,3.808060412490447,3.549127729379167,3.633333333333333,6.7112352811751075,7.317262334258209,5.059137268047012,4.825214220421861,51.375,20.502370415588317,11.30056307974577,6.0,8.0,8.0,76.0,170.0,14.266666666666667,248.0,199.0,28.0,76.0,42.0,16.9667011599727,9.409260218956907,1.9890437907365472,2.862065598305084,-2.56
20.0,18.0,3.611111111111111,1.5833333333333333,46.0,2.770055610029662,2.5245638646895836,2.5666666666666664,4.654655746264211,5.390681974697982,3.7543135054150953,3.4732672819907515,30.75,14.99460169804673,8.650281539872886,6.0,10.0,6.0,32.0,58.0,9.0,98.0,73.0,14.0,32.0,20.0,12.397923494716462,6.155367074350508,1.9021130325903077,2.6272148478988635,1.47
90.0,104.0,6.666666666666666,4.027777777777778,230.0,8.592224152875016,8.8162747348552,8.233333333333334,18.34287699781738,19.742526510474953,13.710827583429598,14.277527369838733,147.0625,65.39511666566554,39.801184175848974,14.0,22.0,32.0,626.0,2003.0,55.99404761904762,2530.0,2539.0,170.0,1002.0,330.0,43.89451325578819,22.77242707880856,2.3819289734934146,1.8729475655862897,-8.42
112.0,129.0,11.340277777777777,5.222222222222221,310.0,10.628446183176258,10.598828823207418,9.885714285714286,21.618238399592297,24.624209825116445,16.913960904630937,17.29634840803903,171.38823611111115,82.99392881039881,52.99252188893987,26.0,52.0,43.0,1082.0,3356.0,82.43809523809524,4009.0,3673.0,349.0,1454.0,500.0,54.67530916066963,26.63805746587206,2.479060927454202,3.1477809454862653,-7.98
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-0.59
