M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,logS
88.0,107.0,6.506944444444445,3.8749999999999996,240.0,8.108226125916316,8.302773551680918,7.757142857142858,17.33169963302943,18.74023522890088,12.87126279012546,13.526637098057638,147.59699999999998,64.14205306477321,40.05219360105144,18.0,26.0,33.0,458.0,1172.0,54.403571428571425,1834.0,1822.0,190.0,756.0,294.0,41.89264495235204,21.13413871406479,2.510532938985664,2.2036789681884223,-2.322
36.0,39.0,3.2222222222222223,1.8611111111111112,88.0,3.804530452640311,3.802675481463779,3.6333333333333333,7.691642601795419,8.350642529077819,5.835193734454857,5.901223825343431,58.140625,26.26357993262259,15.543203766865057,6.0,10.0,12.0,60.0,106.0,16.166666666666664,228.0,214.0,20.0,106.0,50.0,18.69255664280207,9.953959938490609,2.193527085331054,2.2794002709583667,-3.54
46.0,53.0,1.9722222222222223,2.0277777777777777,110.0,4.4663264951887856,4.6971026724636955,4.433333333333334,9.919183588453086,10.082482904638631,7.030627697345596,7.4504171638263985,83.390625,32.80698141270619,18.843766846610826,4.0,4.0,15.0,79.0,143.0,20.499999999999996,344.0,373.0,24.0,144.0,66.0,22.580231058358727,12.170708811226712,2.32259590547608,1.9697731935234024,-0.78
84.0,97.0,6.256944444444445,3.4722222222222223,232.0,7.515968531476429,7.735265790544702,7.1000000000000005,16.15302380832353,17.981026136836316,12.367162096068512,12.936026959633523,126.89699074074073,61.969823350881526,39.462312537073856,20.0,38.0,32.0,425.0,1168.0,48.06666666666666,1699.0,1678.0,131.0,609.0,239.0,39.64117656828502,19.625462840442285,2.470049489902716,1.9845583083165526,-2.8
42.0,47.0,4.083333333333334,2.055555555555556,108.0,4.215214055163271,4.210923771927642,3.966666666666667,8.557668005579858,9.505343067457071,6.6112502008627025,6.717720406271157,64.90625,30.84007115516406,18.95741732923815,8.0,14.0,15.0,82.0,151.0,19.666666666666668,307.0,283.0,31.0,140.0,66.0,21.19575112540568,10.891330678669732,2.2638209778523963,2.413324848196347,-1.29
22.0,21.0,4.222222222222222,1.4444444444444442,58.0,2.6427344100918364,2.408248290463863,2.333333333333333,4.464101615137754,5.618802153517007,3.932652990377571,3.644923705673916,24.890625,16.891751327792804,10.82842712474619,8.0,16.0,8.0,29.0,47.0,9.333333333333332,86.0,61.0,16.0,29.0,20.0,12.61055265179775,6.0,2.0,2.9934972434784735,-0.18
68.0,77.0,3.8333333333333335,3.222222222222222,162.0,6.877010097711745,7.105350962927559,6.7666666666666675,14.785208992237525,15.237183443017884,10.635111288499633,11.095340869500316,122.15625,48.69718113423243,27.914834658476302,6.0,8.0,22.0,307.0,816.0,38.429761904761904,1282.0,1335.0,112.0,505.0,198.0,34.11562810435858,18.814625057107392,2.3072503713482155,1.8179762710410503,-2.55
48.0,47.0,5.361111111111111,3.4166666666666665,102.0,6.308060412490448,6.049127729379169,6.133333333333334,11.711235281175108,12.31726233425821,8.594671173979751,8.3607481263546,91.375,34.64450603931927,18.371630891611247,6.0,8.0,13.0,346.0,1230.0,29.000829725829725,1228.0,1084.0,76.0,346.0,132.0,28.36462769887506,15.610234694181244,2.0153160671926,2.9093838449551863,-4.69
82.0,93.0,8.006944444444443,3.930555555555556,226.0,7.914832660707777,7.879223563698315,7.4,16.01110090482999,18.12050610483515,12.427023072952975,12.713190583212972,123.27662037037037,60.83994730242581,38.73824067986956,22.0,40.0,31.0,536.0,1640.0,50.57777777777778,2009.0,1863.0,161.0,738.0,266.0,40.32481785264912,20.52360383496868,2.3607529168980057,2.5216782796810975,-4.31
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.2700556100296625,2.0245638646895836,2.0666666666666664,3.654655746264212,4.390681974697982,3.047206724228547,2.766160500804204,22.75,12.166174573300538,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388574,5.226251859505507,1.8477590650225741,2.5395388613593903,-2.43
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-1.6
82.0,93.0,8.527777777777777,3.7777777777777786,220.0,7.824274960443893,7.816274734855201,7.233333333333333,15.9409532091707,18.20662812561271,12.624783420280036,12.863313807465637,117.1875,60.73981402243972,38.7301163639835,20.0,34.0,31.0,518.0,1499.0,50.92857142857143,1933.0,1783.0,169.0,714.0,266.0,40.30562535091956,19.869530804136943,2.3753088738883514,2.6156458508900533,-1.95
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,-3.81
20.0,18.0,3.611111111111111,1.5833333333333333,46.0,2.770055610029662,2.5245638646895836,2.5666666666666664,4.654655746264211,5.390681974697982,3.7543135054150953,3.4732672819907515,30.75,14.99460169804673,8.650281539872886,6.0,10.0,6.0,32.0,58.0,9.0,98.0,73.0,14.0,32.0,20.0,12.397923494716462,6.155367074350508,1.9021130325903077,2.6272148478988635,-3.74
146.0,177.0,13.986111111111109,5.638888888888888,434.0,12.207137116633941,12.42480210223821,11.123809523809525,25.950591370776518,30.44647558653893,20.850961997786055,21.695659684273085,208.07385185185194,108.94322947282338,72.80255629673374,36.0,80.0,61.0,1966.0,8279.0,100.57986735486736,7741.0,7577.0,475.0,2344.0,719.0,68.36588571783295,31.623445039338648,2.6176678857912776,1.94227140453253,-7.321000000000001
88.0,102.0,8.416666666666666,4.638888888888889,224.0,9.061279270114502,9.009360237387984,8.666666666666666,18.325482821665858,19.74918576127551,13.560997669168538,13.93015774553421,155.078125,63.92127810015944,38.56511619834919,14.0,20.0,31.0,656.0,1849.0,61.18571428571429,2445.0,2253.0,247.0,834.0,336.0,44.69289571042697,23.294019428147543,2.41995384254051,2.9137822606260064,-2.73
50.0,55.0,4.583333333333334,2.6111111111111116,124.0,5.236382105218449,5.221666537153278,5.0,10.573839334717297,11.473164879336615,7.956514078014501,8.09525732107096,82.140625,36.487874611768156,21.837194136991332,10.0,14.0,17.0,165.0,403.0,25.70238095238095,616.0,566.0,50.0,191.0,94.0,25.839465541735187,13.255247136309176,2.2901993921246744,2.230680909916417,-2.19
178.0,204.0,13.173611111111109,7.694444444444447,470.0,16.57873726375887,17.03257981405347,15.785714285714292,35.453184226256205,38.79037764109284,26.853895955762464,27.958598825510723,279.9976111111111,130.31841979961462,80.8319103285568,36.0,62.0,65.0,4160.0,21619.0,143.59705580367344,17135.0,17607.0,849.0,5652.0,1314.0,85.6923217879712,43.39463040335172,2.3911702124501604,1.5361491487602237,-8.003
26.0,27.0,2.111111111111111,1.4166666666666665,60.0,2.893846850117352,2.8944271909999157,2.8,5.825617198010981,6.195941990698567,4.352030486860464,4.377620463229157,43.375,18.85866158533493,10.714776642118865,4.0,6.0,8.0,26.0,39.0,10.166666666666666,100.0,95.0,8.0,33.0,19.0,13.991826457480949,7.465883060453303,2.114907541476756,2.184105569636068,0.522
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-1.91
56.0,63.0,7.736111111111111,2.75,178.0,5.276020881938894,5.015980447325265,4.671428571428572,9.81674820733427,12.418067167662226,8.400019769547477,8.283495667844218,72.50448148148146,43.07110802763776,29.53565787126474,22.0,52.0,24.0,185.0,400.0,30.2,608.0,487.0,90.0,185.0,110.0,27.424873111094023,13.086918917408454,2.3795502844777765,4.527396605522409,-0.22
106.0,123.0,8.118055555555554,4.791666666666667,284.0,9.98731230577921,10.181899045162096,9.533333333333335,21.10466729527209,23.007047018775207,15.812727064624655,16.49309406499676,171.29224537037038,77.61669425454329,48.28144444673461,22.0,38.0,39.0,959.0,3323.0,69.87229437229436,3819.0,3767.0,267.0,1237.0,425.0,51.28228702414654,25.643633231981738,2.4604661440998643,1.9190387692250601,-5.233
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666667,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.366430302876523,13.365058181991753,4.0,4.0,10.0,64.0,122.0,15.783333333333333,246.0,234.0,22.0,109.0,50.0,18.47902253715965,10.424292428609817,2.1357792050698574,2.1250162554146717,-0.4
122.0,149.0,5.888888888888888,4.777777777777779,314.0,10.75402019542349,11.435446797246707,10.533333333333335,24.570417984475046,25.47436688603576,17.61336832750688,18.983317232291423,214.484375,87.49486733185319,53.001242192206405,12.0,16.0,44.0,950.0,2949.0,80.9186507936508,4192.0,4613.0,312.0,1919.0,572.0,56.519165363062356,29.432998055357768,2.5021468178556434,1.5406360587696102,-2.84
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825291,9.92477721636806,2.170086486626033,2.1923771580194713,-1.09
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-1.59
34.0,32.0,5.423611111111111,1.7083333333333333,104.0,3.4165022194363885,3.1971026724636946,2.933333333333333,6.054655746264212,8.140681974697982,5.645282935581863,5.329096820266755,29.86111111111111,26.77155942765331,18.39834563766817,16.0,40.0,14.0,66.0,127.0,15.166666666666666,208.0,159.0,32.0,66.0,42.0,17.586510021393877,7.384646120352906,2.1489611417496355,3.388924101358251,-4.74
72.0,81.0,7.416666666666666,3.333333333333334,192.0,6.913591357920935,6.9080264443913375,6.3999999999999995,14.074927805386261,16.051927587233457,11.141620172685643,11.339710445351365,102.421875,53.334895675152055,33.901689239237314,18.0,30.0,27.0,354.0,906.0,42.60000000000001,1311.0,1197.0,123.0,516.0,204.0,35.523082407121414,17.567798301666716,2.3582944711822647,2.640808477185157,-2.89
116.0,138.0,7.3888888888888875,4.833333333333333,300.0,10.57538740046941,11.027198506782844,10.200000000000001,23.302468792043918,24.783767962794265,17.165481260322572,18.166820651363697,193.84375,83.9199277155783,51.344387942714036,16.0,24.0,42.0,954.0,2924.0,79.52460317460319,3977.0,4123.0,299.0,1579.0,506.0,54.966278451654475,28.474736953708046,2.466538688290487,1.798420067118688,-3.796
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-1.94
76.0,88.0,5.305555555555555,3.333333333333333,194.0,7.181540550352056,7.4080264443913375,6.9,15.476851594032945,16.5878259720957,11.520557554648656,12.046817226537915,124.296875,55.16177119363169,33.55854348872969,12.0,18.0,27.0,358.0,955.0,43.43928571428572,1464.0,1488.0,122.0,620.0,228.0,36.832837472794374,19.276998124333392,2.372857637776784,1.919699140228354,-1.989
82.0,98.0,3.805555555555556,3.25,208.0,7.34333659290053,7.802453635391254,7.200000000000001,16.70439258069061,17.31966634765651,12.008884736352847,12.88890378383433,141.546875,58.87674554896909,35.44489300610236,10.0,12.0,29.0,334.0,835.0,45.411904761904765,1469.0,1609.0,89.0,766.0,248.0,38.357337946694024,20.16176788189452,2.439266903408436,1.713625754226305,-4.22
120.0,151.0,3.8888888888888893,4.194444444444445,312.0,9.915816237971965,10.829873988246623,9.833333333333336,23.797958971132708,24.20620726159657,16.687481946837977,18.411190227214746,215.734375,85.55298743769825,52.059164584832885,10.0,10.0,44.0,698.0,1970.0,72.93095238095239,3264.0,3805.0,176.0,1553.0,461.0,53.579069235931954,28.186294802134526,2.5916622928037736,1.4530657021253361,-8.49
106.0,126.0,8.569444444444445,4.229166666666666,306.0,9.248037131279784,9.476045482611227,8.621428571428574,19.749904621696626,22.495092828199454,15.485743035663383,16.09413463125856,158.84244444444448,78.63195077499643,50.999141307537954,26.0,54.0,42.0,744.0,2204.0,68.54722222222222,2964.0,2933.0,276.0,1128.0,408.0,49.370443224792474,24.10718277010345,2.5197621283984573,2.1722136646615424,-5.666
68.0,83.0,2.4444444444444446,2.583333333333333,172.0,5.949489742783179,6.4080264443913375,5.9,13.878775382679628,14.123724356957947,9.778174593052025,10.632603664164819,122.171875,48.503365337872744,28.97275705110279,6.0,6.0,24.0,166.0,332.0,33.400000000000006,756.0,857.0,52.0,369.0,143.0,31.393757154430844,16.618915971652278,2.470837415547159,1.844710232813927,-4.63
116.0,138.0,9.229166666666664,5.374999999999999,312.0,10.969674215574168,11.142353399243436,10.5,23.108088645514343,25.00584501207606,17.105620283438107,17.903250850431665,197.46412037037038,84.59245759175514,52.47273545084692,20.0,36.0,43.0,1137.0,3790.0,82.15079365079364,4496.0,4403.0,336.0,1376.0,502.0,56.099246289638856,28.475454125866342,2.5171496848691635,2.122870216680324,-6.34
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825291,9.92477721636806,2.170086486626033,2.1923771580194713,-4.07
84.0,100.0,6.777777777777777,3.4722222222222228,226.0,7.502907755397976,7.724523025319064,7.066666666666667,16.208902401601822,17.897227048854205,12.365563706277799,12.972703607206816,129.828125,61.486326513968436,38.97275705110279,16.0,26.0,32.0,422.0,1157.0,48.333333333333336,1694.0,1686.0,138.0,624.0,244.0,39.65035707134247,20.18487260694402,2.4394494255089523,1.9831598289106451,-2.82
64.0,72.0,3.5833333333333335,2.9444444444444446,154.0,6.360173345306138,6.591529863463611,6.233333333333333,13.744800786464067,14.2784248953372,9.968444621832965,10.41382406468246,110.765625,46.008788748548746,26.7301163639835,8.0,10.0,21.0,252.0,655.0,34.436904761904756,1054.0,1098.0,84.0,450.0,170.0,31.826207837186956,17.139199972884963,2.2996185795193815,1.78948209011566,-3.48
78.0,88.0,4.944444444444445,3.6388888888888884,190.0,7.770856947829097,7.999778153927475,7.566666666666668,16.61082619024851,17.43312543371645,12.158714650613907,12.64453420798328,133.53125,56.2421342205826,32.97275705110279,10.0,14.0,26.0,459.0,1367.0,46.381349206349206,1898.0,1957.0,152.0,702.0,260.0,38.8883297153559,20.519744761017385,2.313044089351673,1.7840692684929937,-2.56
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-0.85
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-1.24
60.0,70.0,3.3333333333333335,2.805555555555556,146.0,5.91501490017253,6.129914827617142,5.833333333333334,12.841788527148418,13.16376380257811,9.11150792638536,9.618860683185233,110.78125,42.89124135278926,24.908261948856808,6.0,6.0,20.0,182.0,397.0,31.533333333333335,756.0,779.0,64.0,368.0,142.0,29.568142911985127,16.12942565392836,2.364870977884402,1.9866905078306745,-1.11
36.0,36.0,5.0625,2.25,100.0,4.121320343559642,3.8656243103068935,3.8,7.371236166328254,8.742640687119284,5.974691494688163,5.751100601090767,52.74074074074073,27.31947336572644,17.152982445082948,12.0,28.0,13.0,98.0,217.0,17.883333333333333,320.0,256.0,42.0,98.0,56.0,19.68228147850418,10.094308287448325,2.1646117279250796,3.330074215693167,-1.6
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.03333333333333,236.0,222.0,12.0,110.0,50.0,18.68250312825291,9.92477721636806,2.170086486626033,2.1923771580194713,-3.27
126.0,152.0,7.979166666666666,5.347222222222223,334.0,11.553384571049925,11.989133458918976,11.157142857142858,25.234711892345075,26.854896321659965,18.556626610319253,19.599517347084223,213.75324999999998,91.30123102087526,56.01618363990907,20.0,30.0,46.0,1221.0,3999.0,89.95992063492064,5032.0,5151.0,412.0,1715.0,607.0,59.90395512391701,30.956902961617374,2.5837005848948142,1.831862131369778,-4.47
106.0,117.0,10.027777777777775,5.388888888888889,268.0,10.866611060554249,10.837760265306475,10.3,21.973295867445568,24.142271749371787,16.729524736956726,17.03260119943834,167.65625,77.69227518514032,47.318097104236045,24.0,34.0,37.0,1390.0,5798.0,74.9542069042069,5335.0,5093.0,325.0,1646.0,500.0,53.983105720648545,27.052996160987764,2.341204463779531,2.3532313003971566,-1.981
52.0,61.0,2.8333333333333335,2.2222222222222223,130.0,4.877010097711745,5.105350962927558,4.7666666666666675,10.785208992237523,11.237183443017882,7.806684163753442,8.266913744754124,90.15625,37.383472635247664,22.257980408983922,6.0,8.0,18.0,106.0,203.0,24.2,449.0,472.0,37.0,185.0,85.0,25.0865234116296,13.33407375015271,2.3759473582364863,2.014611886520823,-2.42
60.0,69.0,3.3333333333333335,2.7777777777777777,146.0,5.898178147766923,6.116093728153195,5.800000000000001,12.801380321374962,13.205005254897426,9.15194804090524,9.644450659553925,107.390625,43.03127609185176,25.137757216737104,8.0,8.0,20.0,190.0,441.0,31.176190476190477,792.0,819.0,56.0,384.0,142.0,29.55761512605863,16.111253759255412,2.3426607768961594,1.895164814385573,-1.11
78.0,89.0,4.944444444444445,3.7222222222222223,190.0,7.808861750289881,8.024342018617059,7.633333333333334,16.6674057251594,17.359705793276675,12.049324850872729,12.582267584041295,138.15625,56.093048688631804,32.79461146622948,10.0,12.0,26.0,439.0,1229.0,46.883333333333326,1784.0,1798.0,144.0,608.0,244.0,38.98055927088669,20.753302588967742,2.3634295948430557,1.9021253322622511,-1.57
60.0,66.0,5.694444444444445,2.9722222222222223,152.0,6.109060905280623,6.105350962927558,5.766666666666667,12.383285203590841,13.701285058155639,9.549067125350073,9.681127307127218,92.28125,44.04187849100661,26.843766846610826,12.0,20.0,21.0,266.0,718.0,32.99047619047619,1006.0,940.0,90.0,287.0,138.0,30.61190248427438,15.617122449881554,2.310317683664435,2.2537559713431556,-2.15
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,0.26
102.0,111.0,6.444444444444444,5.166666666666666,238.0,10.775188245478667,10.996699819689166,10.566666666666668,22.58658931361249,23.442188697915302,16.372845767031777,16.876088223897963,179.375,73.34368091523393,41.73888337622863,14.0,16.0,32.0,1386.0,6553.0,68.25598706848707,5648.0,5727.0,240.0,1917.0,494.0,52.55508606119446,28.215631874468542,2.2742812066303193,1.494620868809077,-4.7
102.0,120.0,8.388888888888888,4.416666666666666,270.0,9.413591357920934,9.632771315782927,8.9,20.07492780538626,22.051927587233457,15.262940516245287,15.91052053169419,160.59375,74.5480991107485,46.629611300595165,18.0,30.0,38.0,783.0,2435.0,66.71944444444443,3130.0,3110.0,260.0,1023.0,388.0,48.9887114942522,24.723481891709202,2.436292993453034,2.04239286146603,-3.59
24.0,22.0,4.3125,1.375,76.0,2.560660171779821,2.3272393461533625,2.1999999999999997,4.285618083164127,5.871320343559642,4.012289773726411,3.717636857841802,23.11111111111111,19.077520809352354,13.16227766016838,12.0,32.0,10.0,28.0,44.0,9.5,82.0,57.0,18.0,28.0,20.0,12.823409519949186,5.818625822352818,2.0743132930519423,3.168489872670569,-2.18
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,0.0
82.0,91.0,5.194444444444445,3.8611111111111107,198.0,8.25402019542349,8.485957054463528,8.033333333333335,17.57041798447505,18.474366886035767,12.906261546320335,13.37723096553852,138.140625,59.210596084391284,34.61646588135617,12.0,16.0,27.0,572.0,1872.0,49.736507936507934,2368.0,2446.0,170.0,834.0,294.0,41.15761508176693,21.8256414495985,2.277039857426921,1.6953028875319265,-4.11
42.0,45.0,4.083333333333334,2.0,108.0,4.1815405503520555,4.183281572999747,3.9,8.476851594032942,9.587825972095702,6.692130429902464,6.768900359008543,58.125,31.12014063328907,19.41640786499874,12.0,18.0,15.0,84.0,159.0,19.5,315.0,291.0,27.0,144.0,66.0,21.17608116869581,10.128990204491958,2.23606797749979,2.3408516164378748,-4.48
30.0,32.0,2.361111111111111,1.75,68.0,3.431851652578137,3.4189910556894993,3.3666666666666667,6.8821967329218765,7.122522350258794,4.949747468305834,5.022460620473719,56.0,21.53800317813033,11.950844619618657,4.0,4.0,9.0,43.0,75.0,12.833333333333332,164.0,154.0,16.0,52.0,30.0,16.281295932771805,8.917367317011095,2.151538014223007,2.1399633186493645,-0.1
20.0,18.0,3.611111111111111,1.5833333333333333,46.0,2.770055610029662,2.5245638646895836,2.5666666666666664,4.654655746264212,5.390681974697982,3.7543135054150945,3.4732672819907515,30.75,14.994601698046727,8.650281539872886,6.0,10.0,6.0,32.0,58.0,9.0,98.0,73.0,14.0,32.0,20.0,12.397923494716455,6.155367074350506,1.9021130325903068,2.6272148478988635,-0.51
56.0,65.0,3.0833333333333335,2.5277777777777777,138.0,5.398178147766923,5.616093728153195,5.300000000000001,11.801380321374962,12.205005254897426,8.444841259718691,8.937343878367379,99.390625,40.20284896710557,23.723543654364008,8.0,8.0,19.0,147.0,320.0,27.46666666666666,616.0,639.0,42.0,248.0,106.0,27.36279379132644,14.604579242642219,2.3600194217335595,1.9100379782119004,-1.63
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-2.33
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666667,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.366430302876523,13.365058181991753,4.0,4.0,10.0,64.0,122.0,15.783333333333333,246.0,234.0,22.0,109.0,50.0,18.47902253715965,10.424292428609817,2.1357792050698574,2.1250162554146717,-1.19
22.0,21.0,4.222222222222222,1.4444444444444442,58.0,2.6427344100918364,2.408248290463863,2.333333333333333,4.464101615137754,5.618802153517007,3.932652990377571,3.644923705673916,24.890625,16.891751327792804,10.82842712474619,8.0,16.0,8.0,29.0,47.0,9.333333333333332,86.0,61.0,16.0,29.0,20.0,12.61055265179775,6.0,2.0,2.9934972434784735,-2.4
140.0,159.0,11.701388888888888,6.194444444444444,376.0,13.125029436757051,13.34061675347226,12.36666666666667,27.536309011914362,30.682311194991957,21.20912244023203,21.910047485574186,211.17824074074076,103.18327471714196,64.89186582131158,32.0,58.0,52.0,2276.0,10271.0,103.0774198024198,9075.0,8990.0,501.0,2688.0,767.0,67.86842450093856,33.697741107118695,2.4727900532957965,1.8519444902517874,-4.71
92.0,111.0,4.916666666666666,3.7222222222222223,236.0,8.270856947829095,8.724523025319064,8.066666666666666,18.610826190248503,19.433125433716448,13.451607869427358,14.386917169579913,159.703125,66.14162915719426,40.04382486296825,10.0,14.0,33.0,447.0,1120.0,55.64523809523809,1930.0,2075.0,120.0,838.0,292.0,43.13215024884255,22.62554689540791,2.453908406391918,1.8221099817349127,-3.672
72.0,87.0,2.6944444444444446,2.8333333333333335,180.0,6.449489742783178,6.9080264443913375,6.4,14.878775382679628,15.123724356957945,10.485281374238573,11.339710445351365,130.171875,51.331792462618935,30.386970613475885,6.0,6.0,25.0,219.0,490.0,36.983333333333334,984.0,1101.0,68.0,420.0,166.0,33.6757722345844,17.90589012009783,2.4686944612091954,1.7616255066046675,-5.0
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,-3.85
68.0,75.0,6.645833333333332,3.0416666666666665,190.0,6.41552078507628,6.416707931972796,5.919047619047619,13.029608057112524,15.13822838879771,10.48389202421234,10.619361426279367,92.68974074074075,50.889790813552366,32.77659594787751,20.0,40.0,26.0,307.0,816.0,38.011904761904766,1154.0,1072.0,110.0,427.0,176.0,33.24370939982796,15.899323679788484,2.3531775315771704,2.4613278244725816,-1.99
50.0,55.0,4.583333333333334,2.611111111111111,124.0,5.236382105218448,5.221666537153279,5.0,10.573839334717297,11.473164879336613,7.956514078014501,8.09525732107096,82.140625,36.487874611768156,21.83719413699133,10.0,14.0,17.0,160.0,377.0,25.976190476190474,603.0,561.0,55.0,244.0,104.0,25.75424462903935,13.61969483329289,2.250874594525545,2.267647076664983,-1.827
26.0,27.0,2.111111111111111,1.4166666666666665,60.0,2.893846850117352,2.8944271909999157,2.8,5.825617198010981,6.195941990698567,4.352030486860464,4.377620463229157,43.375,18.85866158533493,10.714776642118865,4.0,6.0,8.0,26.0,39.0,10.166666666666666,100.0,95.0,8.0,33.0,19.0,13.991826457480949,7.465883060453303,2.114907541476756,2.184105569636068,0.11
104.0,130.0,7.090277777777777,3.75,298.0,8.438176154395316,8.880018774219922,7.952380952380952,19.058646605365748,21.082968372797122,14.434363201355627,15.492750935477028,162.03812037037036,76.2513916503544,49.673368379023245,20.0,38.0,42.0,512.0,1306.0,61.6047619047619,2144.0,2225.0,178.0,963.0,337.0,46.42755092024607,22.79207922318525,2.5752120864147288,1.909581857321447,-3.09
