M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,logD
128.0,147.0,7.6180555555555545,5.527777777777778,330.0,12.066298692132577,12.522058894900358,11.685714285714289,26.2053711804765,27.89729165299656,19.367531642778506,20.300488733406578,210.33499537037036,92.97435754517466,56.26134911927576,22.0,36.0,45.0,1784.0,8279.0,87.11480047730046,7559.0,7997.0,357.0,2696.0,684.0,61.81071398766431,32.19913696811909,2.423342321807201,1.357340163457625,3.03
148.0,168.0,9.840277777777777,6.374999999999999,386.0,13.853486507463531,14.312974554544368,13.300000000000004,29.86878604653436,32.3147110481741,22.38513554075818,23.37544100068467,236.65798611111114,108.07285538534396,66.26621921838876,28.0,50.0,53.0,2784.0,14832.0,106.43517422120362,11547.0,11937.0,453.0,4254.0,912.0,71.34443712941142,36.8103285343054,2.358774484862058,1.3371517083569695,3.8
148.0,177.0,8.97222222222222,5.750000000000001,390.0,12.918723993369941,13.60490727078251,12.400000000000006,29.006861372734523,31.103434310450766,21.51751174718303,22.949380442922468,237.21875,107.44133420522006,66.99029107559305,26.0,36.0,55.0,1873.0,7525.0,104.00461482961484,8067.0,8658.0,459.0,2961.0,807.0,68.72197745628648,34.41564815703731,2.4769415631163847,1.3848439533404113,3.22
142.0,168.0,10.472222222222218,5.861111111111111,376.0,12.773764703227071,13.22430117924654,12.133333333333336,27.819728591850318,30.330352482570646,20.988744450958958,22.08170390925735,223.359375,103.58632511082013,64.87444629034009,26.0,40.0,53.0,1958.0,8298.0,101.3984792984793,8051.0,8223.0,455.0,2470.0,734.0,67.21456419323111,33.43137395525835,2.4951211314019437,1.574707825803581,1.75
146.0,168.0,7.3888888888888875,6.138888888888889,362.0,13.669836433395455,14.366341299926972,13.36666666666667,30.368376955607754,31.68057414763233,22.058209587225562,23.353907801254163,245.53125,105.16560377564282,62.63399990584642,22.0,26.0,50.0,2494.0,12780.0,102.22202225878696,10864.0,11820.0,458.0,3691.0,876.0,70.22571682996004,37.14449315283551,2.360586316900156,1.1405211610963086,3.0
140.0,166.0,6.979166666666666,5.694444444444445,364.0,12.668233757796585,13.343695087710572,12.366666666666669,28.341654150803294,29.71700757315504,20.563115795812706,21.921134156778788,236.3125,101.14077046473221,61.40771214576061,20.0,32.0,50.0,1649.0,6234.0,98.63362193362192,7180.0,7799.0,442.0,2384.0,732.0,66.01447155206473,34.4548347862482,2.4919112871853404,1.4163757931601353,0.99
142.0,167.0,10.47222222222222,5.833333333333331,376.0,12.756927950821467,13.210480079782593,12.100000000000003,27.779320386076858,30.371593934889965,21.029184565478847,22.107293885626042,219.96875,103.72635984988266,65.10394155822038,28.0,42.0,53.0,2072.0,9405.0,99.93173493173494,8592.0,8880.0,398.0,3064.0,766.0,67.1112919103082,33.895798338563736,2.419795939869348,1.4609264473475991,1.74
152.0,175.0,10.611111111111109,6.694444444444444,388.0,14.367412398353686,14.812974554544367,13.800000000000006,30.92946631142986,33.18471520839025,23.01260553859589,24.08254778187121,246.4375,110.45452633343763,67.39793192834665,28.0,38.0,54.0,2808.0,13696.0,114.17350231467879,11616.0,11986.0,560.0,4106.0,974.0,73.63432543889814,38.397274457084585,2.364556897652056,1.4615525162964307,3.17
230.0,276.0,12.256944444444441,9.027777777777775,604.0,20.307700219369096,21.452366080264568,19.7047619047619,45.773480790840296,48.397242080494586,33.47372544491058,35.760619798248484,386.2481157407408,166.31210717255567,102.11622828499728,34.0,52.0,84.0,6702.0,38065.0,190.76728638578484,29395.0,32184.0,1261.0,8867.0,1976.0,107.20010563258657,54.95751718526096,2.552146452055553,1.0613420027581877,4.3
126.0,148.0,7.979166666666666,5.25,334.0,11.493819047061143,11.944128284828166,11.052380952380954,25.111804790034398,27.010750739056505,18.688934432293376,19.677181775592516,204.4912453703704,91.75395977916122,56.617640289022376,22.0,38.0,46.0,1446.0,5873.0,85.3751776001776,6102.0,6424.0,346.0,2295.0,632.0,59.764816318445334,31.11191331406501,2.429895380073056,1.4965337565070125,0.91
144.0,164.0,9.138888888888888,6.583333333333334,356.0,14.062881945713372,14.510299073080589,13.666666666666671,30.23782370963444,31.83407267931243,22.127159272446864,23.131071424833614,244.296875,103.98993627403834,61.754223098093235,22.0,28.0,49.0,2424.0,10741.0,109.90614940614941,10013.0,10309.0,539.0,3664.0,912.0,70.91943822372335,37.15664158210649,2.404877646061623,1.5540986590024604,2.18
128.0,147.0,8.138888888888888,5.5,324.0,12.024877143252588,12.485735208391002,11.600000000000001,26.18124417472355,27.90749231975221,19.408121947441856,20.364910924029413,207.671875,92.82531330700436,56.27551443347416,22.0,30.0,45.0,1559.0,6024.0,90.06364746364747,6506.0,6766.0,408.0,2145.0,658.0,61.87876770469745,31.73937369015684,2.4366407280453566,1.5804576195498576,1.76
140.0,162.0,8.888888888888888,6.3888888888888875,348.0,13.596555450524587,14.037941272008482,13.233333333333338,29.31864012118136,30.751589774673807,21.339172262220558,22.372784690909683,243.078125,100.88143967116713,59.88101899995957,18.0,24.0,48.0,2110.0,8691.0,106.34559607059607,8738.0,9020.0,518.0,3193.0,852.0,68.66045287968312,36.29097093638992,2.4245820355519774,1.6113719471387817,1.36
98.0,112.0,7.618055555555555,4.055555555555555,268.0,8.876028663351637,9.113810604436493,8.352380952380955,18.960161303085837,21.23472985711761,14.69518130514858,15.241351465359575,146.46636111111115,72.33727227412497,45.807803594447066,22.0,44.0,37.0,678.0,2040.0,61.98055555555556,2720.0,2712.0,238.0,1038.0,368.0,46.601441763062205,23.128032106102648,2.4241731753150835,2.0365209742257626,3.86
146.0,171.0,7.388888888888888,6.277777777777778,362.0,13.741514740667451,14.418547363544452,13.500000000000004,30.505772902065566,31.524671602553926,21.867939558444622,23.24046122457479,256.9375,104.73644876556702,61.99686378521251,18.0,20.0,50.0,2513.0,13078.0,102.57623707991354,10907.0,11816.0,405.0,3742.0,855.0,70.2612691268812,37.36600882355656,2.47524652832935,1.136612979454774,2.96
134.0,152.0,8.027777777777777,6.138888888888888,328.0,13.152198343190413,13.602050782616724,12.833333333333337,28.37179830585,29.679372140933182,20.643996024852477,21.607468062719345,229.53125,96.5850179267507,56.92579597334706,20.0,24.0,45.0,2116.0,9531.0,96.85256687756689,8843.0,9219.0,473.0,3106.0,794.0,66.1354876862084,35.41063929668711,2.339680331532221,1.4348880257330876,2.45
170.0,194.0,12.22222222222222,7.611111111111108,432.0,16.26125924847104,16.70740174554428,15.600000000000007,34.755083509440844,37.380657199088816,25.95042246308326,27.045954682727267,273.8125,123.65633366928022,75.28428144571933,32.0,44.0,60.0,4266.0,24707.0,133.1449370246197,17654.0,18238.0,718.0,5899.0,1242.0,82.96689047777431,42.40215066999808,2.3881872472449035,1.3720620933072163,0.52
220.0,271.0,13.090277777777775,7.833333333333332,608.0,18.023895708892482,19.168429464074702,17.18571428571429,41.35619648557184,44.90503873385193,30.88240552646389,33.27360431061129,350.49761111111115,160.3060248804629,102.45275461690683,38.0,66.0,86.0,4148.0,17281.0,179.50858585858586,18069.0,19614.0,1049.0,6152.0,1627.0,100.00735981370273,49.03135314525744,2.600934366598897,1.3060727980782953,3.18
140.0,161.0,8.888888888888888,6.36111111111111,348.0,13.57971869811898,14.024120172544535,13.200000000000003,29.2782319154079,30.792831226993115,21.379612376740436,22.398374667278375,239.6875,101.02147441022964,60.11051426783985,20.0,26.0,48.0,2442.0,12140.0,101.77698135198135,10216.0,10659.0,440.0,3492.0,823.0,68.73153775788825,36.06684297571446,2.3992711544023444,1.3740500443624977,3.3
80.0,94.0,3.1944444444444446,3.3055555555555554,196.0,7.432652990377571,7.894205344927391,7.366666666666667,16.83836717690617,17.16496580927726,11.93993505113155,12.779513984093153,142.78125,57.12868145117381,33.44489300610237,8.0,8.0,27.0,359.0,975.0,44.173809523809524,1594.0,1766.0,100.0,668.0,236.0,38.21422779714224,20.559285492669684,2.38744976297448,1.5880134031656448,0.6
130.0,149.0,7.777777777777777,5.916666666666666,320.0,12.669035095596021,13.115871882080672,12.366666666666669,27.412206511623463,28.63813068861387,19.896449129146045,20.874771305164103,224.921875,93.61655606294198,55.282087143093676,18.0,22.0,44.0,2016.0,9752.0,91.21952949011772,8418.0,8761.0,352.0,2876.0,711.0,63.951421445384966,33.92555768114814,2.374851212473012,1.3586089773158194,1.75
186.0,224.0,10.444444444444441,7.444444444444445,484.0,16.461060093480295,17.351137672625374,15.966666666666672,37.039204031009405,39.03907793420985,26.915146282673167,28.861050796491785,313.859375,134.2932903045323,82.64933962771106,30.0,36.0,68.0,3348.0,14334.0,145.89653402153402,14322.0,15235.0,772.0,4922.0,1261.0,88.03320579163334,44.37587912942374,2.544402648831878,1.3307078848828977,2.72
152.0,183.0,9.22222222222222,6.055555555555556,398.0,13.452397498181154,14.132549469710403,12.96666666666667,30.08767778428144,32.02095140581215,22.14373829932981,23.60530727137163,252.0,109.98969185184124,67.94551410220558,22.0,32.0,56.0,2065.0,8622.0,110.46399156399157,8886.0,9537.0,476.0,3718.0,900.0,70.84674135869179,36.43443204329476,2.537643598177558,1.4015377203767365,1.4
88.0,105.0,4.666666666666666,3.4166666666666665,228.0,7.737183443017883,8.196880826391169,7.500000000000001,17.53000977870159,18.515608338355076,12.825381317280574,13.730990341130749,144.921875,63.59327151057307,39.08860183635575,14.0,18.0,32.0,401.0,1048.0,49.97261904761905,1740.0,1878.0,104.0,900.0,282.0,40.85071025786473,20.890717916467896,2.4539180324991516,1.7177445941180827,2.7
116.0,132.0,9.229166666666666,5.055555555555555,312.0,10.807880315929772,11.032801660125994,10.21904761904762,22.84235803600771,25.3572522073764,17.523608429894768,18.14249174227364,178.46636111111115,85.38999407801673,53.516007526946424,26.0,48.0,43.0,1180.0,4054.0,80.54603174603174,4656.0,4560.0,348.0,1764.0,540.0,55.94270874322196,28.288797922465072,2.42625360102647,2.05612210889888,0.05
156.0,183.0,8.5,6.777777777777778,390.0,14.67336639324559,15.337538419233951,14.36666666666667,32.38796963498744,33.64719395281272,23.282153120817714,24.72738793911577,272.9375,112.1323163199664,66.8766405929657,22.0,24.0,54.0,2626.0,11864.0,118.02148962148962,11228.0,11977.0,538.0,3934.0,966.0,75.02672838229657,39.49157671985722,2.4421951299592215,1.3232526851082802,1.64
146.0,165.0,8.777777777777775,6.861111111111111,352.0,14.647867045540844,15.105129116855036,14.333333333333337,31.39603518248602,32.670308876734325,22.793825939113532,23.739875077483585,255.6875,104.9393153548151,60.8875917095791,16.0,22.0,48.0,3505.0,22010.0,105.81261811374041,14826.0,15663.0,508.0,4222.0,939.0,73.07485340258803,38.656730467007876,2.467507353617718,1.1423753589287708,2.3
174.0,208.0,11.534722222222221,6.861111111111111,472.0,15.184890413641519,15.862897494445141,14.485714285714291,33.62756702824522,36.594435650394274,25.208972250088557,26.737574886251295,278.79448611111115,127.0161074003837,80.01662862304961,32.0,56.0,66.0,2780.0,11267.0,135.19893994893997,11538.0,11903.0,704.0,4058.0,1090.0,80.79615660325102,40.29543005606396,2.5375282185828185,1.5473440569552317,1.81
86.0,100.0,6.416666666666666,3.8333333333333335,222.0,8.113392202930193,8.327017500080839,7.766666666666668,17.359048326954824,18.710348322354495,12.934771117021752,13.533743941078894,140.296875,62.55763874803105,38.43832029648287,16.0,22.0,31.0,533.0,1636.0,51.47857142857143,2143.0,2137.0,155.0,753.0,277.0,41.702834262520334,21.541944249929607,2.4103777102998767,1.8756165042563615,4.12
98.0,116.0,8.138888888888888,4.166666666666667,262.0,8.913591357920934,9.132771315782927,8.399999999999999,19.07492780538626,21.051927587233457,14.555833735058737,15.20341375050764,152.59375,71.7196719860023,45.215397738222066,18.0,30.0,37.0,684.0,2116.0,62.232936507936515,2712.0,2662.0,188.0,1170.0,366.0,46.623693119160684,23.19527208254357,2.477401854762472,2.0363640321272665,-0.3
62.0,67.0,5.333333333333334,3.361111111111111,148.0,6.736382105218448,6.721666537153279,6.500000000000001,13.573839334717297,14.473164879336615,10.077834421574144,10.216577664630604,106.140625,44.97315598600673,26.079834824110616,10.0,14.0,20.0,337.0,981.0,36.3265873015873,1292.0,1228.0,108.0,436.0,176.0,32.5927603990441,17.21414964719642,2.226810624690793,2.1998848700858122,2.16
170.0,199.0,13.124999999999998,6.763888888888889,476.0,14.897702598310564,15.360836216800964,13.971428571428577,32.16415216218737,36.17701625521675,24.948363186060085,26.053902514752586,253.95297685185193,125.58160493793882,80.59754496156353,38.0,78.0,66.0,2801.0,11370.0,133.51543734043733,11398.0,11543.0,766.0,3528.0,1071.0,79.40317165760675,38.834044622299196,2.510323057712706,1.7988787875722376,0.5
200.0,229.0,15.486111111111109,8.416666666666668,544.0,18.281512747295842,18.746581920219416,17.25238095238095,38.96303918605635,43.402634720453634,30.02866989640585,31.151871997053735,302.8946018518519,147.37791901467477,92.87562069800629,42.0,86.0,75.0,5258.0,26888.0,170.53184854361325,21435.0,21783.0,1125.0,6904.0,1622.0,95.47124461808838,47.96246937628471,2.446929555868701,1.6803185158616603,2.57
154.0,185.0,12.124999999999998,5.805555555555556,444.0,12.924576051848241,13.38333880384637,12.023809523809527,28.23129054210283,32.10609832835912,22.058326504495255,23.186643175752256,227.77697685185194,114.01863633323669,74.56210991224009,36.0,74.0,62.0,1940.0,7462.0,112.2773088023088,7880.0,7953.0,512.0,2881.0,819.0,70.31182705922842,33.972395130785934,2.5787126584251236,1.7812519794811439,-0.44
152.0,175.0,12.902777777777777,6.555555555555555,422.0,13.962580854309024,14.183157797144364,13.090476190476195,29.28787007701373,33.03267868791934,22.777363829500263,23.503313933773274,230.23010185185194,112.45533723891276,71.55553720262057,36.0,72.0,58.0,2584.0,11384.0,117.03959096459096,10274.0,10163.0,610.0,3340.0,918.0,72.80269910446643,36.4945580868944,2.430241731421805,1.999040294686682,0.9
92.0,105.0,6.3055555555555545,4.472222222222222,226.0,9.240713402868018,9.443333074306558,9.000000000000002,19.549602458081274,20.482228143535465,14.170645194432371,14.776301079768825,162.15625,66.31734336777737,39.08860183635575,14.0,16.0,31.0,759.0,2570.0,58.98412698412698,3053.0,3041.0,205.0,989.0,345.0,46.04983459927975,24.036424476851302,2.4200626832742618,1.8010270136599908,0.76
146.0,174.0,7.840277777777776,5.861111111111112,384.0,13.066298692132577,13.746803766291945,12.685714285714289,29.205371180476497,30.897291652996557,21.3675316427785,22.74997847618975,244.50687037037036,105.70227960653251,64.74663049351433,22.0,36.0,53.0,1997.0,8731.0,102.08815906315905,8712.0,9481.0,442.0,3088.0,814.0,68.43555477557118,35.553115333867915,2.4608697924705862,1.2877904007330185,1.2
132.0,152.0,8.388888888888888,5.777777777777778,332.0,12.541713895658196,12.99955630785495,12.133333333333336,27.221652380497005,28.866250867432893,20.07478861410852,21.04642772884727,219.0625,95.51370569268808,57.46023272796698,20.0,28.0,46.0,1865.0,8151.0,93.58499833499835,7842.0,8230.0,430.0,2771.0,738.0,64.08067611771516,33.315490619283544,2.405756674563535,1.4573585590491573,0.74
128.0,153.0,9.11111111111111,5.194444444444444,340.0,11.379917853109722,11.829873988246623,10.833333333333337,24.994111393839336,27.13441049187208,18.758034307658143,19.825403789587842,203.984375,93.21294489972377,58.4023103353405,22.0,34.0,48.0,1260.0,4289.0,89.1226911976912,5190.0,5313.0,370.0,1886.0,603.0,60.075314830311115,29.95448579191982,2.5422339709120214,1.7626570175342442,0.05
142.0,167.0,9.499999999999998,6.416666666666666,360.0,13.54524385550833,13.97075342716193,13.133333333333336,29.24124505987669,30.832870672613282,21.298732147700676,22.41990786670888,246.46875,102.48041823701163,61.70287341508626,20.0,26.0,50.0,2079.0,8489.0,107.59926462426463,8540.0,8728.0,532.0,3170.0,852.0,68.89297084984429,36.22489308250796,2.4311669387678587,1.6418742521311178,2.4
180.0,207.0,10.97222222222222,7.750000000000001,454.0,16.906218538613903,17.58800783708025,16.366666666666674,36.94221629032505,39.153739026968935,27.186296540493867,28.620737997578924,295.671875,130.3397698884263,78.81433979334534,32.0,40.0,63.0,4682.0,28264.0,139.53743028986835,19886.0,21086.0,710.0,7242.0,1382.0,86.75811053449078,45.49769790434051,2.360721146560543,1.1454473246735923,2.26
104.0,122.0,5.666666666666666,4.5,260.0,9.775188245478667,10.221444691080755,9.56666666666667,21.586589313612485,22.442188697915306,15.544418642285587,16.497150841934953,181.546875,74.75789447760704,44.56731050097483,14.0,16.0,36.0,845.0,2892.0,65.74920634920636,3618.0,3859.0,222.0,1219.0,408.0,50.06489348171979,26.469516722553443,2.4032362725935665,1.5168658156679733,2.9
74.0,85.0,4.694444444444445,3.4722222222222223,182.0,7.308861750289882,7.524342018617058,7.133333333333334,15.667405725159401,16.359705793276678,11.342218069686181,11.875160802854747,130.15625,53.26462156388561,31.38039790385639,10.0,12.0,25.0,379.0,1079.0,42.44325396825397,1555.0,1587.0,123.0,528.0,213.0,36.70336084515666,19.750835713572275,2.3514160870459717,1.8173878882469738,2.36
108.0,127.0,5.916666666666666,4.833333333333333,268.0,10.313193047939452,10.74600855577034,10.133333333333336,22.643168848523377,23.368769057475532,16.142135623730955,17.141990999179512,194.171875,77.43723607040245,45.8033784784746,14.0,14.0,37.0,924.0,3095.0,71.60122655122655,3897.0,4091.0,259.0,1642.0,486.0,52.26736734115895,27.928844346232914,2.4400021354536183,1.6180925764222331,3.04
128.0,150.0,5.777777777777777,5.249999999999999,318.0,11.79282633568371,12.485735208391004,11.600000000000003,26.583167963370236,27.443390704614455,19.079952548218316,20.36491092402941,221.546875,91.82376170073779,54.51815512059348,16.0,18.0,44.0,1488.0,6256.0,85.1958596958597,6568.0,7237.0,328.0,2646.0,676.0,60.821222529327436,32.39659982813214,2.3953360920218687,1.238889979526764,1.3
144.0,172.0,8.201388888888888,5.583333333333337,388.0,12.477095508086466,13.143292234936041,12.000000000000004,28.00905987596269,30.07671336643172,20.712945710073768,22.154417061425242,228.296875,104.90791734555955,65.9180523645282,30.0,44.0,54.0,1743.0,7090.0,97.63794816294816,7558.0,8139.0,448.0,2887.0,782.0,66.29947437681284,33.27383952595656,2.5317336684495935,1.3284164483760499,1.41
126.0,151.0,5.618055555555555,4.986111111111111,328.0,11.254968188218726,11.938988672945678,11.038095238095242,25.500050547049618,26.558214101699736,18.380035705290958,19.689529514075755,217.40899537037035,90.78321754530229,54.94069071207116,18.0,26.0,45.0,1142.0,3830.0,83.45833333333334,5040.0,5548.0,386.0,1672.0,594.0,58.989767472597244,31.310080325726585,2.5323352411762925,1.4550952268919688,2.49
116.0,132.0,6.416666666666666,5.194444444444445,284.0,11.241514740667455,11.69380249215286,11.000000000000004,24.50577290206557,25.524671602553934,17.746619214884987,18.669651138231977,198.765625,83.5232453299706,49.268941723854695,18.0,20.0,39.0,1479.0,6755.0,75.67827727827728,6325.0,6746.0,275.0,1982.0,540.0,56.88237171153768,30.426924365440144,2.382152248418392,1.2737333018532748,2.5
152.0,176.0,8.249999999999998,6.333333333333333,382.0,14.080520035918415,14.774589590390837,13.700000000000005,31.234402359392192,32.83527468601158,22.834266053633403,24.170404382181886,252.296875,109.74209499818431,66.04821346821952,24.0,30.0,53.0,2698.0,14025.0,108.88574823868943,11592.0,12406.0,448.0,4644.0,966.0,72.6453248450832,37.94256823375041,2.411575136918609,1.1754658448308404,3.18
174.0,203.0,11.083333333333332,7.13888888888889,450.0,15.795734091081686,16.48551336231848,15.166666666666671,34.79207036497205,37.34061775346865,25.909982348563368,27.352590882520303,277.203125,126.44003052961752,77.93456298559218,32.0,44.0,63.0,3452.0,16757.0,134.60177322677322,14620.0,15448.0,712.0,5482.0,1236.0,82.42442206727064,41.74223072501333,2.4108985135767482,1.3176698728985983,-0.82
136.0,163.0,9.611111111111109,5.805555555555555,356.0,12.434759407976111,12.868258952400154,11.933333333333335,27.09109913452369,29.01974939911299,20.022417955770173,21.15176075165025,228.0,98.58067887820282,60.823096607333085,20.0,30.0,50.0,1574.0,5669.0,100.05530303030304,6474.0,6624.0,426.0,2719.0,736.0,64.56144365411488,33.038351193811245,2.5285157656391766,1.7654872282011724,2.6
216.0,244.0,14.645833333333329,9.041666666666668,564.0,19.946511998137982,20.654973835854275,19.033333333333335,43.16783348833603,47.09968101766749,32.722189676334544,34.14708121789753,330.1579861111111,158.1469620786216,97.86296697088638,46.0,76.0,78.0,7109.0,42813.0,182.7653467748282,29700.0,30973.0,1238.0,9932.0,1956.0,103.55841091022393,51.78125581805141,2.388116330352653,1.2810081765338661,2.06
90.0,104.0,4.305555555555555,3.694444444444444,224.0,8.309663088089316,8.77481143646336,8.133333333333335,18.623576169143693,19.40214925229514,13.503978527765705,14.354297298944811,150.765625,64.81366927658648,38.73231066660914,14.0,16.0,31.0,545.0,1728.0,51.865873015873014,2380.0,2592.0,142.0,929.0,304.0,42.9793871709462,22.56078511420614,2.3674164609206994,1.4840077830304137,1.85
172.0,204.0,8.111111111111109,7.0,432.0,15.686673185801064,16.60490727078251,15.400000000000006,35.4087851613812,36.63933269531301,25.43198303507878,27.192021130041745,299.09375,123.41034534743062,73.71821313695088,20.0,24.0,60.0,3294.0,16669.0,128.96373014240663,14578.0,16116.0,654.0,5563.0,1228.0,81.25092703602024,43.50190865444296,2.428057742128289,1.1059699832423882,2.36
112.0,131.0,6.166666666666666,5.027777777777778,276.0,10.792024997884274,11.235265790544702,10.6,23.62699751938594,24.40094724559599,16.9181920901388,17.885774427939353,200.9375,80.27471398803691,47.1662423578407,12.0,14.0,38.0,1047.0,3562.0,76.35995670995672,4432.0,4678.0,316.0,1708.0,534.0,54.54555736153475,29.641916762918328,2.4099755201054043,1.6221220070700713,2.79
146.0,168.0,10.201388888888886,6.000000000000001,390.0,13.236202008657774,13.705340467900104,12.585714285714289,28.704962089549895,31.513154752454795,21.83519880223534,22.82674840529583,225.2319861111111,107.03235252368897,66.88106570893815,30.0,54.0,54.0,2063.0,8197.0,107.22936507936507,8536.0,8803.0,546.0,2828.0,823.0,69.37429386452317,34.69520294106045,2.4226298628792597,1.6464722993829821,1.39
146.0,171.0,7.840277777777777,5.805555555555556,384.0,13.028407103102724,13.710480079782593,12.600000000000001,29.086454937267355,30.995432468492236,21.460492605780196,22.814400666812592,232.90625,106.13736590446123,65.51041151177458,28.0,42.0,53.0,2065.0,9409.0,100.80171633921636,8945.0,9669.0,413.0,3363.0,817.0,68.40478938981349,35.48064979616508,2.448472627605476,1.2567298395673518,2.17
186.0,219.0,12.28472222222222,7.527777777777778,496.0,16.645904176820626,17.33319401787307,15.90476190476191,36.545939804182645,39.66540170493377,27.44986435727366,28.93350959223616,294.8262407407408,135.72707513212953,84.67352958152058,36.0,58.0,69.0,4546.0,26831.0,142.67267996880997,19300.0,20454.0,714.0,7088.0,1382.0,87.44911796722195,44.89367935518176,2.4368527109809,1.1820049541164626,4.49
72.0,79.0,4.083333333333334,3.4166666666666665,170.0,7.343336592900531,7.577708763999665,7.2,15.70439258069061,16.319666347656515,11.423098298725943,11.85362760342425,123.375,51.80567773710362,29.788038756609986,10.0,12.0,23.0,412.0,1280.0,41.10079365079366,1722.0,1796.0,118.0,644.0,228.0,36.37506912506298,19.595004498610834,2.241045367603976,1.6310999983515186,3.08
32.0,35.0,2.9722222222222223,1.6111111111111112,80.0,3.304530452640311,3.302675481463779,3.1333333333333333,6.691642601795419,7.350642529077819,5.128086953268309,5.194117044156883,50.140625,23.4351528078764,14.128990204491961,6.0,10.0,11.0,40.0,64.0,13.166666666666666,150.0,138.0,16.0,49.0,30.0,16.4975828568195,8.42863948675507,2.2143197433775343,2.325296719877603,-0.42
160.0,191.0,9.72222222222222,6.611111111111112,414.0,14.473565548236333,15.143292234936041,14.000000000000005,32.103849113418875,33.98877321769169,23.489002176481613,24.982844186171423,269.234375,115.63749530844534,70.82529090995872,24.0,32.0,58.0,2459.0,10237.0,120.84131424131427,10424.0,11012.0,584.0,3891.0,998.0,75.4884822532524,38.87955901620677,2.462960268757707,1.4260210786191023,3.58
152.0,178.0,8.701388888888886,5.916666666666666,404.0,13.39799805120625,14.099767658900022,12.885714285714291,29.93250307620756,32.24499512801561,22.323525983939533,23.668834962592246,242.4819861111111,110.74732687902642,68.76741522631083,28.0,48.0,56.0,2197.0,9648.0,107.13747363747363,9467.0,10168.0,475.0,3404.0,873.0,70.89824884557528,35.890836233357184,2.43805321424288,1.2932966649455635,3.7
108.0,121.0,8.277777777777777,4.8888888888888875,274.0,10.452397498181154,10.683059726927222,9.966666666666669,22.087677784281446,24.02095140581215,16.729524736956726,17.29211422343218,167.65625,78.8769934796331,48.14652422898224,22.0,32.0,38.0,1251.0,5320.0,71.50202852702853,5032.0,5039.0,262.0,1854.0,494.0,53.20510497930432,27.056949252450085,2.3202487375369314,1.6704884817415078,0.5
228.0,263.0,13.034722222222221,9.694444444444445,582.0,21.296176198973168,22.215861387053206,20.685714285714276,46.7338833975825,49.450000382913025,34.30390114959095,36.141712746892345,381.87261111111115,165.09231146986286,99.56202669254026,36.0,56.0,80.0,8538.0,57441.0,193.74565117358225,36556.0,39078.0,1296.0,12498.0,2226.0,109.46623033822388,57.088550906405075,2.3764495907766574,1.0504018253666396,2.41
176.0,208.0,11.173611111111109,7.13888888888889,468.0,15.764675994890242,16.44390643875564,15.119047619047622,34.722630980282894,37.44387617277294,25.897901614601434,27.371968515269955,282.0224953703704,128.19710412652054,79.69090240351349,32.0,52.0,65.0,3381.0,16052.0,135.8658397158397,14394.0,15267.0,732.0,4910.0,1198.0,82.76262087258462,42.1097688282172,2.4629237525340315,1.345007219261924,2.4
180.0,209.0,11.423611111111107,7.291666666666668,476.0,16.208347120759992,16.9024431403638,15.519047619047624,35.61277602048275,38.58161909341215,26.735417447684455,28.15584522556258,282.2366157407407,131.39984401530546,81.63789681897855,36.0,58.0,66.0,4270.0,25123.0,135.68059745981571,18188.0,19341.0,664.0,6669.0,1308.0,84.92576919925514,43.33174330716061,2.395820417323594,1.1565263599422535,2.62
190.0,228.0,10.694444444444441,7.638888888888889,492.0,16.939892043425118,17.840394907399737,16.433333333333337,38.02303270187197,40.07125612233031,27.691202749081015,29.604834225251626,320.625,137.13076822216675,84.01220350707717,28.0,36.0,69.0,4129.0,21696.0,147.83008625361566,17915.0,19390.0,771.0,6714.0,1411.0,88.84877152432267,46.05460591206251,2.4870134472018557,1.1431787469792714,3.2
200.0,237.0,11.284722222222218,8.0,526.0,17.829849703784387,18.74350358598111,17.252380952380957,39.81469980912943,42.3675174782744,29.27327345224536,31.14078532584914,332.6538611111111,145.01325211851457,89.20354122016802,32.0,52.0,73.0,4777.0,25462.0,158.8538702482588,20525.0,21997.0,945.0,6703.0,1530.0,93.70458156931232,48.172457752469484,2.487910682387291,1.166527745188212,2.66
102.0,120.0,6.027777777777777,4.083333333333333,264.0,9.131030293135234,9.591308017391087,8.800000000000002,20.355626976712568,21.711550329053644,15.056091460581396,15.987290460800265,164.296875,73.96665172166944,45.56073779135532,18.0,24.0,37.0,692.0,2173.0,62.67777777777778,2949.0,3129.0,199.0,1324.0,400.0,47.901614483940904,24.678829814591136,2.435323035734304,1.6211231478728123,2.9
122.0,146.0,8.249999999999998,5.027777777777778,320.0,10.986071002992368,11.435446797246707,10.533333333333335,24.16849419582836,25.938468501173514,17.941537726730417,18.98331723229142,200.609375,88.49641893811979,54.75860150508713,18.0,28.0,45.0,1063.0,3292.0,85.36269841269842,4401.0,4530.0,335.0,1744.0,553.0,57.46970417037599,29.533058918628992,2.4767437475400578,1.8332479895442195,2.1
